Tempo	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	NZ	Gyx	Gyy	Gyz	NX	NY	MagX	MagY	MagZ	Pressao	Temperatura	Latitude	Longitude	HeadGPS	VelocidadeGPS	VelocidadeSubidaGPS	TemGPS	LatitudeHome	LongitudeHome	SatelitesUsados	temTempo	DAlvo	DAlvo_DRPitot	DAlvo_DRGPS	PosPayloadDrop_Pitot	PosPayloadDrop_GPS	LancamentoAutomaticoPlanador	LancamentoAutomaticoCarga	altitudeLiberaPlanadores	altitudeLiberaCarga	
64702.702	1833.612	1.470	0.000	0.000	577.700	23.334	-1.008	-1.305	0.977	-0.117	0.058	-0.057	5.100	-2.200	-50.100	951.630	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	62.786	61.598	60.145	62.738	0.000	0.000	0.000	0.000	
64702.768	1833.612	1.598	0.000	0.000	577.700	26.996	-1.010	-0.617	1.039	-0.086	0.080	-0.042	5.300	-2.700	-50.200	951.630	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	62.786	61.598	60.145	62.738	0.000	0.000	0.000	0.000	
64702.835	1832.978	2.115	0.000	0.000	577.700	20.973	-1.009	-0.508	1.063	-0.344	0.075	-0.044	6.000	-2.300	-49.900	951.651	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	63.048	61.601	61.253	63.026	0.000	0.000	0.000	0.000	
64702.907	1834.610	2.515	0.000	0.000	577.700	18.741	-1.009	-0.445	0.664	-0.578	0.045	-0.061	5.600	-1.900	-48.700	951.598	28.227	-23.217421	-45.969329	0.000	0.020	0.072	0.000	-23.217418	-45.969329	12.000	1.0	61.577	63.189	61.602	60.351	63.162	0.000	0.000	0.000	0.000	
64702.969	1834.610	2.675	0.000	0.000	577.700	18.741	-1.009	-0.445	0.664	-0.578	0.045	-0.061	5.600	-1.900	-48.700	951.598	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	63.189	61.602	60.212	63.519	0.000	0.000	0.000	0.000	
64703.069	1833.703	2.675	0.000	0.000	577.700	27.408	-1.012	-1.094	0.914	-0.070	0.048	-0.056	5.400	-2.800	-49.400	951.628	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	63.544	61.605	60.293	63.789	0.000	0.000	0.000	0.000	
64703.150	1834.345	2.835	0.000	0.000	577.700	23.750	-1.010	-1.383	0.805	-0.195	0.087	-0.043	5.000	-2.200	-49.800	951.607	28.231	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	63.816	61.607	60.293	63.789	0.000	0.000	0.000	0.000	
64703.207	1834.682	2.158	0.000	0.000	577.700	21.297	-1.011	-0.891	1.172	-0.398	0.078	-0.063	5.900	-2.300	-49.100	951.596	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	64.048	61.609	60.226	64.021	0.000	0.000	0.000	0.000	
64703.274	1834.682	1.758	0.000	0.000	577.700	21.297	-1.011	-0.891	1.172	-0.398	0.078	-0.063	5.900	-2.300	-49.100	951.596	28.227	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	64.048	61.609	62.284	64.245	0.000	0.000	0.000	0.000	
64703.341	1832.998	1.629	0.000	0.000	577.700	15.680	-1.012	-0.617	1.047	-0.414	0.055	-0.050	5.700	-1.600	-50.100	951.652	28.233	-23.217421	-45.969329	0.000	0.020	0.072	1.000	-23.217418	-45.969329	12.000	1.0	61.577	64.268	61.611	62.284	64.245	0.000	0.000	0.000	0.000	
64703.403	1832.998	1.629	0.000	0.000	577.700	22.620	-1.012	-1.000	0.844	-0.266	0.074	-0.056	6.000	-2.500	-49.500	951.652	28.233	-23.217421	-45.969329	0.000	0.020	0.072	0.000	-23.217418	-45.969329	12.000	1.0	61.577	64.268	61.611	62.482	64.453	0.000	0.000	0.000	0.000	
64703.512	1833.476	1.629	-0.570	0.349	577.700	16.966	-1.008	-1.063	1.125	0.008	0.065	-0.054	5.900	-1.800	-50.400	951.637	28.238	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	61.272	61.272	59.293	61.248	0.000	0.000	0.000	0.000	
64703.593	1835.198	1.870	-0.570	0.349	577.700	35.623	-1.013	-0.680	0.547	-0.367	0.064	-0.051	12.700	-9.100	-48.800	951.580	28.231	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	61.094	61.265	58.827	60.998	0.000	0.000	0.000	0.000	
64703.660	1835.198	1.710	-0.570	0.349	577.700	20.072	-1.009	-1.016	1.219	-0.164	0.070	-0.058	5.200	-1.900	-50.000	951.580	28.231	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	61.094	61.265	58.972	60.771	0.000	0.000	0.000	0.000	
64703.727	1832.883	1.033	-0.570	0.349	577.700	20.072	-1.009	-1.016	1.219	-0.164	0.070	-0.058	5.200	-1.900	-50.000	951.656	28.235	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	60.847	61.255	58.972	60.771	0.000	0.000	0.000	0.000	
64703.794	1834.207	1.550	-0.570	0.349	577.700	17.103	-1.009	-0.898	1.188	0.141	0.065	-0.053	5.200	-1.600	-49.600	951.613	28.235	-23.217425	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.272	60.778	61.250	59.432	60.689	0.000	0.000	0.000	0.000	
64703.894	1833.966	2.372	-0.570	0.349	577.700	21.251	-1.009	-0.891	0.594	-0.445	0.072	-0.060	5.400	-2.100	-48.800	951.621	28.238	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	60.675	61.246	58.696	60.587	0.000	0.000	0.000	0.000	
64703.965	1832.292	2.532	-0.570	0.349	577.700	35.311	-1.007	-0.797	0.859	-0.070	0.058	-0.054	7.200	-5.100	-49.400	951.676	28.240	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	60.435	61.239	57.669	60.354	0.000	0.000	0.000	0.000	
64704.032	1832.292	3.338	-0.570	0.349	577.700	16.535	-1.016	-1.063	0.867	-0.188	0.072	-0.050	6.400	-1.900	-50.100	951.676	28.240	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	60.435	61.239	55.668	59.876	0.000	0.000	0.000	0.000	
64704.094	1831.404	3.338	-0.570	0.349	577.700	16.535	-1.016	-1.063	0.867	-0.188	0.072	-0.050	6.400	-1.900	-50.100	951.705	28.240	-23.217425	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.272	59.965	61.229	55.668	59.876	0.000	0.000	0.000	0.000	
64704.194	1833.290	2.675	-0.570	0.349	577.700	20.973	-1.010	-0.469	0.914	-0.289	0.064	-0.060	6.000	-2.300	-49.700	951.643	28.240	-23.217425	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.272	59.757	61.225	55.798	59.675	0.000	0.000	0.000	0.000	
64704.275	1831.913	2.804	-0.570	0.349	577.700	13.736	-1.011	-0.664	0.953	-0.086	0.061	-0.054	4.500	-1.100	-49.100	951.689	28.246	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	59.495	61.218	56.216	59.411	0.000	0.000	0.000	0.000	
64704.351	1834.216	2.275	-0.570	0.349	577.700	24.228	-1.012	-0.813	1.016	-0.070	0.062	-0.057	6.000	-2.700	-49.800	951.614	28.246	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	59.265	61.212	55.610	59.175	0.000	0.000	0.000	0.000	
64704.418	1834.216	2.034	-0.570	0.349	577.700	33.311	-1.009	-1.000	0.953	-0.492	0.074	-0.055	7.000	-4.600	-50.500	951.614	28.246	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	59.265	61.212	56.562	58.897	0.000	0.000	0.000	0.000	
64704.494	1833.302	2.034	-0.570	0.349	577.700	22.249	-1.011	-0.797	1.070	-0.539	0.063	-0.046	6.600	-2.700	-50.000	951.644	28.242	-23.217425	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.272	58.979	61.203	56.558	58.744	0.000	0.000	0.000	0.000	
64704.599	1832.936	1.505	-0.570	0.349	577.700	24.775	-1.011	-0.492	0.555	-0.602	0.063	-0.057	5.200	-2.400	-50.400	951.657	28.250	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	58.820	61.197	56.908	58.581	0.000	0.000	0.000	0.000	
64704.657	1833.170	1.505	-0.570	0.349	577.700	24.775	-1.011	-0.492	0.555	-0.602	0.063	-0.057	5.200	-2.400	-50.400	951.648	28.244	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	58.662	61.190	56.908	58.581	0.000	0.000	0.000	0.000	
64704.723	1833.232	1.746	-0.570	0.349	577.700	16.798	-1.010	-1.297	0.930	0.039	0.062	-0.061	5.300	-1.600	-51.100	951.647	28.248	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	58.573	61.186	56.803	58.492	0.000	0.000	0.000	0.000	
64704.790	1833.232	1.345	-0.570	0.349	577.700	20.674	-1.012	-0.852	0.859	-0.094	0.072	-0.045	5.300	-2.000	-50.500	951.647	28.248	-23.217425	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.272	58.573	61.186	56.588	58.302	0.000	0.000	0.000	0.000	
64704.857	1834.621	1.069	-0.570	0.349	577.700	25.301	-1.006	-1.078	1.195	-0.461	0.057	-0.062	5.500	-2.600	-49.700	951.601	28.244	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	58.395	61.177	56.588	58.302	0.000	0.000	0.000	0.000	
64704.981	1832.457	1.598	-0.570	0.349	577.700	35.972	-1.013	-0.859	0.508	-1.477	0.073	-0.044	12.400	-9.000	-48.500	951.672	28.246	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	58.324	61.172	57.114	58.246	0.000	0.000	0.000	0.000	
64705.048	1831.169	1.887	-0.570	0.349	577.700	19.335	-1.011	-0.906	0.883	-0.047	0.063	-0.046	5.700	-2.000	-49.500	951.713	28.246	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	58.130	61.164	56.033	58.040	0.000	0.000	0.000	0.000	
64705.114	1832.470	2.416	-0.570	0.349	577.700	20.674	-1.009	-0.797	1.148	0.602	0.068	-0.061	5.300	-2.000	-49.800	951.672	28.248	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	57.997	61.159	55.869	57.920	0.000	0.000	0.000	0.000	
64705.176	1832.470	3.521	-0.570	0.349	577.700	20.674	-1.009	-0.797	1.148	0.602	0.068	-0.061	5.300	-2.000	-49.800	951.672	28.248	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	57.997	61.159	55.869	57.920	0.000	0.000	0.000	0.000	
64705.262	1832.604	3.981	-0.570	0.349	577.700	23.782	-1.010	-0.711	0.953	-0.695	0.069	-0.049	5.900	-2.600	-49.500	951.668	28.252	-23.217425	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.272	57.557	61.150	53.721	57.482	0.000	0.000	0.000	0.000	
64705.348	1833.643	3.452	-0.570	0.349	577.700	26.917	-1.009	-0.813	0.500	-0.766	0.070	-0.050	6.500	-3.300	-49.700	951.634	28.250	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	57.200	61.144	52.271	57.114	0.000	0.000	0.000	0.000	
64705.405	1833.016	2.923	-0.570	0.349	577.700	20.659	-1.014	-1.008	0.898	0.125	0.060	-0.056	6.100	-2.300	-49.700	951.655	28.254	-23.217425	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.272	56.917	61.139	53.007	56.838	0.000	0.000	0.000	0.000	
64705.486	1833.088	2.495	-0.919	0.422	577.700	21.105	-1.011	-0.891	1.219	-0.117	0.067	-0.057	5.700	-2.200	-48.900	951.653	28.254	-23.217428	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.229	61.229	57.871	61.149	0.000	0.000	0.000	0.000	
64705.563	1833.088	1.906	-0.919	0.422	577.700	21.297	-1.010	-0.320	1.039	-0.719	0.069	-0.053	5.900	-2.300	-49.700	951.653	28.254	-23.217428	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.229	61.229	58.983	60.860	0.000	0.000	0.000	0.000	
64705.677	1834.695	1.906	-0.919	0.422	577.700	24.146	-1.011	-0.586	0.945	0.016	0.064	-0.049	5.800	-2.600	-50.000	951.600	28.250	-23.217428	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.229	60.931	61.218	58.360	60.838	0.000	0.000	0.000	0.000	
64705.739	1834.695	2.968	-0.919	0.422	577.700	24.146	-1.011	-0.586	0.945	0.016	0.064	-0.049	5.800	-2.600	-50.000	951.600	28.250	-23.217428	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.229	60.931	61.218	56.732	60.324	0.000	0.000	0.000	0.000	
64705.811	1833.650	2.968	-0.919	0.422	577.700	19.983	-1.008	-0.719	0.844	-0.313	0.069	-0.059	5.500	-2.000	-49.500	951.635	28.254	-23.217428	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.229	60.409	61.206	56.732	60.324	0.000	0.000	0.000	0.000	
64705.892	1833.910	3.097	-0.919	0.422	577.700	23.318	-1.011	-1.172	0.922	-0.313	0.065	-0.052	5.800	-2.500	-49.800	951.626	28.252	-23.217428	-45.969324	0.000	0.069	0.248	1.000	-23.217418	-45.969329	12.000	1.0	61.229	60.189	61.200	56.417	60.101	0.000	0.000	0.000	0.000	
64705.963	1833.910	3.097	-0.919	0.422	577.700	23.750	-1.012	-1.039	0.977	-0.344	0.068	-0.046	5.000	-2.200	-50.200	951.626	28.252	-23.217428	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.229	60.189	61.200	56.390	59.643	0.000	0.000	0.000	0.000	
64706.059	1832.822	2.275	-0.919	0.422	577.700	19.058	-1.010	-0.852	0.703	-0.445	0.064	-0.062	5.500	-1.900	-49.400	951.661	28.252	-23.217428	-45.969324	0.000	0.069	0.248	0.000	-23.217418	-45.969329	12.000	1.0	61.229	59.717	61.190	56.979	59.427	0.000	0.000	0.000	0.000	
64706.144	1832.927	2.275	-0.830	1.144	577.700	27.801	-1.011	-0.867	0.977	-0.242	0.067	-0.051	5.500	-2.900	-50.600	951.659	28.260	-23.217428	-45.969319	0.000	0.044	0.159	1.000	-23.217418	-45.969329	12.000	1.0	60.502	59.504	61.184	57.773	60.449	0.000	0.000	0.000	0.000	
64706.211	1833.373	2.146	-0.830	1.144	577.700	27.801	-1.011	-0.867	0.977	-0.242	0.067	-0.051	5.500	-2.900	-50.600	951.644	28.256	-23.217428	-45.969319	0.000	0.044	0.159	0.000	-23.217418	-45.969329	12.000	1.0	60.502	60.502	60.502	57.709	60.305	0.000	0.000	0.000	0.000	
64706.283	1833.621	2.387	-0.830	1.144	577.700	21.413	-1.009	-0.750	0.859	-0.133	0.065	-0.054	5.100	-2.000	-49.600	951.636	28.258	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	60.359	60.499	57.709	60.305	0.000	0.000	0.000	0.000	
64706.388	1833.531	2.146	-0.830	1.144	577.700	27.408	-1.010	-0.852	1.148	-0.234	0.065	-0.059	5.400	-2.800	-50.300	951.639	28.258	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	60.182	60.497	57.264	60.146	0.000	0.000	0.000	0.000	
64706.473	1833.469	2.146	-0.830	1.144	577.700	29.055	-1.016	-0.906	0.992	-0.313	0.073	-0.047	4.500	-2.500	-49.700	951.640	28.254	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	59.956	60.494	57.351	59.920	0.000	0.000	0.000	0.000	
64706.531	1833.469	2.275	-0.830	1.144	577.700	24.444	-1.007	-1.016	0.633	-0.367	0.052	-0.057	5.500	-2.500	-49.400	951.640	28.254	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	59.956	60.494	56.456	59.595	0.000	0.000	0.000	0.000	
64706.597	1835.277	2.275	-0.830	1.144	577.700	16.074	-1.010	-0.977	0.750	-0.117	0.055	-0.060	5.900	-1.700	-49.300	951.582	28.256	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	59.636	60.489	56.485	59.446	0.000	0.000	0.000	0.000	
64706.664	1834.365	2.515	-0.830	1.144	577.700	16.074	-1.010	-0.977	0.750	-0.117	0.055	-0.060	5.900	-1.700	-49.300	951.612	28.258	-23.217428	-45.969319	0.000	0.029	0.106	0.000	-23.217418	-45.969329	12.000	1.0	60.502	59.485	60.488	56.485	59.446	0.000	0.000	0.000	0.000	
64706.755	1833.217	2.515	-0.830	1.144	577.700	20.323	-1.009	-0.820	1.039	0.133	0.073	-0.046	5.400	-2.000	-50.300	951.650	28.260	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	59.318	60.486	56.366	59.283	0.000	0.000	0.000	0.000	
64706.826	1832.087	2.725	-0.830	1.144	577.700	25.346	-1.006	-0.586	0.945	0.141	0.048	-0.066	5.700	-2.700	-49.700	951.687	28.263	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	59.082	60.483	56.062	59.047	0.000	0.000	0.000	0.000	
64706.893	1832.932	2.725	-0.830	1.144	577.700	17.103	-1.013	-1.156	0.734	-0.539	0.085	-0.041	5.200	-1.600	-49.400	951.658	28.258	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	58.890	60.481	55.862	58.858	0.000	0.000	0.000	0.000	
64706.960	1832.932	2.885	-0.830	1.144	577.700	26.565	-1.012	-0.352	1.086	-0.383	0.070	-0.061	5.400	-2.700	-49.600	951.658	28.258	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	58.890	60.481	55.247	58.474	0.000	0.000	0.000	0.000	
64707.031	1832.461	2.885	-0.830	1.144	577.700	26.565	-1.012	-0.352	1.086	-0.383	0.070	-0.061	5.400	-2.700	-49.600	951.674	28.258	-23.217428	-45.969319	0.000	0.029	0.106	0.000	-23.217418	-45.969329	12.000	1.0	60.502	58.507	60.477	55.247	58.264	0.000	0.000	0.000	0.000	
64707.131	1835.170	2.387	-0.830	1.144	577.700	23.629	-1.010	-0.508	1.063	-0.117	0.064	-0.062	4.800	-2.100	-50.300	951.587	28.263	-23.217428	-45.969319	0.000	0.029	0.106	0.000	-23.217418	-45.969329	12.000	1.0	60.502	58.304	60.475	54.900	58.023	0.000	0.000	0.000	0.000	
64707.212	1834.432	2.675	-0.830	1.144	577.700	16.607	-1.009	-0.336	0.891	-0.531	0.057	-0.051	5.700	-1.700	-48.500	951.610	28.260	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	58.062	60.472	54.900	58.023	0.000	0.000	0.000	0.000	
64707.270	1833.302	1.999	-0.830	1.144	577.700	16.607	-1.009	-0.336	0.891	-0.531	0.057	-0.051	5.700	-1.700	-48.500	951.648	28.263	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	57.843	60.469	54.664	57.808	0.000	0.000	0.000	0.000	
64707.336	1833.302	2.127	-0.830	1.144	577.700	21.801	-1.013	-0.695	0.789	-0.859	0.083	-0.055	5.500	-2.200	-50.100	951.648	28.263	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	57.843	60.469	54.892	57.540	0.000	0.000	0.000	0.000	
64707.413	1831.628	2.527	-0.830	1.144	577.700	20.556	-1.011	-0.758	0.727	-0.477	0.070	-0.054	5.600	-2.100	-50.400	951.702	28.265	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	57.577	60.466	54.892	57.540	0.000	0.000	0.000	0.000	
64707.499	1832.638	2.238	-0.830	1.144	577.700	15.422	-1.012	-0.445	0.859	-0.234	0.064	-0.050	5.800	-1.600	-49.900	951.670	28.267	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	57.389	60.464	54.668	57.358	0.000	0.000	0.000	0.000	
64707.565	1832.312	3.426	-0.830	1.144	577.700	15.422	-1.012	-0.445	0.859	-0.234	0.064	-0.050	5.800	-1.600	-49.900	951.681	28.267	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	57.197	60.461	54.596	57.163	0.000	0.000	0.000	0.000	
64707.637	1831.931	3.138	-0.830	1.144	577.700	28.156	-1.008	-0.828	0.859	-0.336	0.072	-0.061	7.100	-3.800	-49.800	951.693	28.267	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.969	60.459	52.778	56.933	0.000	0.000	0.000	0.000	
64707.708	1831.931	2.738	-0.830	1.144	577.700	15.068	-1.009	-0.711	0.641	-0.578	0.064	-0.053	5.200	-1.400	-50.600	951.693	28.267	-23.217428	-45.969319	0.000	0.029	0.106	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.969	60.459	53.275	56.538	0.000	0.000	0.000	0.000	
64707.775	1833.407	3.027	-0.830	1.144	577.700	27.897	-1.011	-0.844	0.836	-0.273	0.062	-0.051	5.100	-2.700	-49.000	951.646	28.271	-23.217428	-45.969319	0.000	0.029	0.106	0.000	-23.217418	-45.969329	12.000	1.0	60.502	56.574	60.455	52.515	56.335	0.000	0.000	0.000	0.000	
64707.885	1833.944	2.356	-0.830	1.144	577.700	26.565	-1.008	-0.531	1.148	-0.109	0.054	-0.061	5.000	-2.500	-49.700	951.628	28.267	-23.217430	-45.969319	0.000	0.020	0.070	0.000	-23.217418	-45.969329	12.000	1.0	60.502	56.373	60.453	52.515	56.335	0.000	0.000	0.000	0.000	
64707.961	1833.677	2.515	-0.830	1.144	577.700	36.703	-1.013	-0.867	1.047	-0.211	0.071	-0.056	11.000	-8.200	-47.400	951.636	28.265	-23.217430	-45.969319	0.000	0.051	0.183	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.115	60.451	53.189	56.091	0.000	0.000	0.000	0.000	
64708.033	1833.044	3.264	-0.830	1.144	577.700	26.131	-1.009	-0.578	0.477	-0.352	0.063	-0.051	5.300	-2.600	-49.600	951.657	28.271	-23.217430	-45.969319	0.000	0.051	0.183	1.000	-23.217418	-45.969329	12.000	1.0	60.502	55.918	60.447	53.053	55.860	0.000	0.000	0.000	0.000	
