Tempo	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	NZ	Gyx	Gyy	Gyz	NX	NY	MagX	MagY	MagZ	Pressao	Temperatura	Latitude	Longitude	HeadGPS	VelocidadeGPS	VelocidadeSubidaGPS	TemGPS	LatitudeHome	LongitudeHome	SatelitesUsados	temTempo	DAlvo	DAlvo_DRPitot	DAlvo_DRGPS	PosPayloadDrop_Pitot	PosPayloadDrop_GPS	LancamentoAutomaticoPlanador	LancamentoAutomaticoCarga	altitudeLiberaPlanadores	altitudeLiberaCarga	
64775.710	1831.960	1.542	-0.830	1.144	576.000	13.815	-1.011	-0.578	0.930	-0.289	0.066	-0.055	6.100	-1.500	-49.200	951.730	28.463	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.742	60.350	55.775	56.659	0.000	0.000	0.000	0.000	
64775.796	1833.842	1.542	-0.830	1.144	576.000	15.945	-1.009	-1.094	0.977	-0.242	0.067	-0.053	5.600	-1.600	-49.900	951.670	28.465	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.652	60.346	54.705	56.565	0.000	0.000	0.000	0.000	
64775.867	1834.054	1.542	-0.830	1.144	576.000	26.565	-1.008	-0.984	1.180	-0.242	0.066	-0.054	7.400	-3.700	-48.300	951.664	28.467	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.519	60.340	54.535	56.431	0.000	0.000	0.000	0.000	
64775.934	1834.054	1.542	-0.830	1.144	576.000	21.801	-1.010	-0.453	1.063	-0.313	0.064	-0.053	5.500	-2.200	-49.400	951.664	28.467	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.519	60.340	54.530	56.224	0.000	0.000	0.000	0.000	
64776.030	1832.807	0.276	-0.830	1.144	576.000	21.801	-1.010	-0.453	1.063	-0.313	0.064	-0.053	5.500	-2.200	-49.400	951.703	28.465	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.302	60.331	54.656	56.229	0.000	0.000	0.000	0.000	
64776.106	1832.807	0.276	-0.830	1.144	576.000	14.500	-1.009	-0.922	0.766	-0.063	0.064	-0.054	5.800	-1.500	-49.400	951.703	28.465	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.302	60.331	55.949	56.179	0.000	0.000	0.000	0.000	
64776.187	1832.916	0.552	-0.830	1.144	576.000	18.104	-1.011	-0.617	0.930	-0.266	0.068	-0.055	5.200	-1.700	-48.600	951.700	28.465	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.255	60.319	55.949	56.179	0.000	0.000	0.000	0.000	
64776.249	1832.791	0.276	-0.830	1.144	576.000	26.162	-1.011	-0.531	1.070	-0.234	0.065	-0.055	5.700	-2.800	-49.100	951.706	28.471	-23.217428	-45.969319	0.000	0.068	0.246	0.000	-23.217418	-45.969329	12.000	1.0	60.502	56.212	60.314	55.626	56.139	0.000	0.000	0.000	0.000	
64776.320	1833.352	0.276	-0.830	1.144	576.000	26.917	-1.010	-0.758	0.977	-0.266	0.065	-0.053	6.500	-3.300	-49.800	951.686	28.465	-23.217428	-45.969319	0.000	0.068	0.246	0.000	-23.217418	-45.969329	12.000	1.0	60.502	56.194	60.309	55.864	56.113	0.000	0.000	0.000	0.000	
64776.444	1833.134	0.276	-0.830	1.144	576.000	32.535	-1.010	-0.422	1.258	0.008	0.064	-0.054	11.600	-7.400	-48.500	951.693	28.465	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.174	60.304	55.854	56.095	0.000	0.000	0.000	0.000	
64776.502	1832.615	0.000	-0.830	1.144	576.000	19.026	-1.009	-0.758	0.922	0.039	0.065	-0.056	5.800	-2.000	-50.200	951.711	28.469	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.141	60.296	55.841	56.066	0.000	0.000	0.000	0.000	
64776.583	1833.130	0.000	-0.830	1.144	576.000	22.166	-1.011	-0.930	1.023	-0.273	0.066	-0.055	5.400	-2.200	-49.800	951.694	28.473	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.141	60.292	56.141	56.061	0.000	0.000	0.000	0.000	
64776.654	1833.130	0.000	-0.830	1.144	576.000	22.166	-1.011	-0.930	1.023	-0.273	0.066	-0.055	5.400	-2.200	-49.800	951.694	28.473	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.141	60.292	56.141	56.047	0.000	0.000	0.000	0.000	
64776.716	1834.901	0.517	-0.830	1.144	576.000	22.203	-1.010	-0.469	0.789	-0.195	0.064	-0.055	4.900	-2.000	-49.400	951.636	28.469	-23.217428	-45.969319	0.000	0.068	0.246	0.000	-23.217418	-45.969329	12.000	1.0	60.502	56.141	60.282	56.141	56.019	0.000	0.000	0.000	0.000	
64776.831	1834.266	1.322	-0.830	1.144	576.000	13.349	-1.011	-0.531	1.047	-0.117	0.066	-0.055	5.900	-1.400	-49.800	951.657	28.469	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	56.108	60.277	55.432	56.019	0.000	0.000	0.000	0.000	
64776.902	1833.335	1.598	-0.830	1.144	576.000	20.556	-1.008	-0.586	0.844	-0.367	0.067	-0.053	5.600	-2.100	-49.500	951.687	28.471	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	55.958	60.270	54.381	55.877	0.000	0.000	0.000	0.000	
64776.969	1834.587	1.598	-0.830	1.144	576.000	15.333	-1.012	-0.109	0.797	-0.398	0.067	-0.056	6.200	-1.700	-48.900	951.647	28.471	-23.217428	-45.969319	0.000	0.068	0.246	0.000	-23.217418	-45.969329	12.000	1.0	60.502	55.846	60.265	53.705	55.754	0.000	0.000	0.000	0.000	
64777.036	1834.587	1.598	-0.830	1.144	576.000	16.504	-1.012	-0.984	0.711	-0.297	0.064	-0.057	5.400	-1.600	-50.100	951.647	28.471	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	55.846	60.265	53.749	55.553	0.000	0.000	0.000	0.000	
64777.126	1833.250	1.069	-0.830	1.144	576.000	16.504	-1.012	-0.984	0.711	-0.297	0.064	-0.057	5.400	-1.600	-50.100	951.690	28.469	-23.217428	-45.969319	0.000	0.068	0.246	1.000	-23.217418	-45.969329	12.000	1.0	60.502	55.634	60.256	54.328	55.456	0.000	0.000	0.000	0.000	
64777.212	1832.996	1.808	-0.919	0.422	576.000	21.631	-1.010	-0.641	1.109	-0.266	0.067	-0.056	5.800	-2.300	-49.900	951.698	28.469	-23.217430	-45.969324	0.000	0.176	0.635	1.000	-23.217418	-45.969329	12.000	1.0	61.229	55.534	60.249	54.328	55.456	0.000	0.000	0.000	0.000	
64777.274	1833.577	1.808	-0.919	0.422	576.000	31.562	-1.009	-1.016	0.570	-0.070	0.065	-0.054	7.000	-4.300	-49.600	951.679	28.469	-23.217430	-45.969324	0.000	0.176	0.635	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.229	61.229	59.007	61.012	0.000	0.000	0.000	0.000	
64777.355	1831.043	1.808	-0.919	0.422	576.000	20.674	-1.003	-1.266	0.844	-0.438	0.057	-0.052	5.300	-2.000	-49.800	951.762	28.473	-23.217430	-45.969324	0.000	0.176	0.635	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.341	61.240	58.947	61.108	0.000	0.000	0.000	0.000	
64777.422	1831.043	1.808	-0.919	0.422	576.000	8.130	-1.017	-0.906	1.156	-0.164	0.075	-0.054	5.600	-0.800	-49.800	951.762	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.341	61.240	59.275	61.403	0.000	0.000	0.000	0.000	
64777.517	1833.916	1.069	-0.919	0.422	576.000	17.819	-1.009	-0.188	1.023	-0.195	0.070	-0.049	5.600	-1.800	-50.000	951.669	28.471	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.603	61.262	59.305	61.406	0.000	0.000	0.000	0.000	
64777.579	1833.916	1.345	-0.919	0.422	576.000	17.819	-1.009	-0.188	1.023	-0.195	0.070	-0.049	5.600	-1.800	-50.000	951.669	28.471	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.603	61.262	59.882	61.595	0.000	0.000	0.000	0.000	
64777.646	1835.834	0.829	-0.919	0.422	576.000	24.775	-1.013	-0.930	1.492	-0.125	0.068	-0.067	5.200	-2.400	-49.800	951.607	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.818	61.287	59.882	61.595	0.000	0.000	0.000	0.000	
64777.718	1832.562	0.552	-0.919	0.422	576.000	22.834	-1.010	-0.867	0.594	-0.766	0.071	-0.041	7.600	-3.200	-50.100	951.714	28.475	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	61.873	61.297	60.959	61.702	0.000	0.000	0.000	0.000	
64777.799	1834.794	0.276	-0.919	0.422	576.000	16.091	-1.007	-1.188	0.695	-0.602	0.061	-0.059	5.200	-1.500	-50.800	951.641	28.475	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	61.912	61.308	61.162	61.702	0.000	0.000	0.000	0.000	
64777.884	1833.874	0.916	-0.919	0.422	576.000	17.850	-1.011	-0.508	0.969	-0.289	0.061	-0.057	5.900	-1.900	-49.200	951.671	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	61.935	61.321	61.585	61.739	0.000	0.000	0.000	0.000	
64777.966	1834.273	1.192	-0.919	0.422	576.000	17.850	-1.011	-0.508	0.969	-0.289	0.061	-0.057	5.900	-1.900	-49.200	951.658	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.014	61.334	60.814	61.811	0.000	0.000	0.000	0.000	
64778.023	1834.273	1.192	-0.919	0.422	576.000	23.199	-1.011	0.008	0.789	-0.711	0.064	-0.054	5.600	-2.400	-49.800	951.658	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.014	61.334	60.729	61.989	0.000	0.000	0.000	0.000	
64778.090	1831.999	1.192	-0.919	0.422	576.000	16.887	-1.013	-1.055	0.773	-0.023	0.061	-0.062	5.600	-1.700	-50.600	951.732	28.475	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.177	61.355	60.729	61.989	0.000	0.000	0.000	0.000	
64778.152	1833.607	0.552	-0.919	0.422	576.000	16.887	-1.013	-1.055	0.773	-0.023	0.061	-0.062	5.600	-1.700	-50.600	951.678	28.471	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.256	61.365	60.785	62.065	0.000	0.000	0.000	0.000	
64778.228	1833.607	0.793	-0.919	0.422	576.000	16.607	-1.007	-0.547	0.617	-0.266	0.066	-0.050	5.700	-1.700	-50.500	951.678	28.471	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	62.256	61.365	61.336	62.166	0.000	0.000	0.000	0.000	
64778.299	1834.188	1.069	-0.919	0.422	576.000	35.822	-1.014	-0.711	0.938	-0.148	0.065	-0.056	13.300	-9.600	-48.400	951.660	28.471	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.367	61.387	61.239	62.268	0.000	0.000	0.000	0.000	
64778.380	1832.985	1.069	-0.919	0.422	576.000	17.784	-1.010	-0.625	1.023	-0.063	0.069	-0.053	5.300	-1.700	-49.500	951.699	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.442	61.398	61.239	62.268	0.000	0.000	0.000	0.000	
64778.447	1832.925	1.310	-0.919	0.422	576.000	24.963	-1.010	-0.930	0.867	-0.344	0.067	-0.056	5.800	-2.700	-50.000	951.702	28.475	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	62.530	61.411	61.344	62.358	0.000	0.000	0.000	0.000	
64778.519	1833.161	0.793	-0.919	0.422	576.000	24.963	-1.010	-0.930	0.867	-0.344	0.067	-0.056	5.800	-2.700	-50.000	951.694	28.475	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	62.617	61.421	61.094	62.437	0.000	0.000	0.000	0.000	
64778.609	1832.852	0.517	-0.919	0.422	576.000	18.138	-1.010	-0.922	1.023	-0.164	0.068	-0.056	5.800	-1.900	-49.900	951.704	28.475	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	62.673	61.432	61.812	62.505	0.000	0.000	0.000	0.000	
64778.690	1832.925	0.517	-0.919	0.422	576.000	16.607	-1.016	-0.695	1.086	-0.320	0.064	-0.050	5.700	-1.700	-50.700	951.702	28.475	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.721	61.446	62.148	62.549	0.000	0.000	0.000	0.000	
64778.762	1832.925	0.276	-0.919	0.422	576.000	19.832	-1.013	-0.758	1.086	-0.133	0.065	-0.060	6.100	-2.200	-49.600	951.702	28.475	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.721	61.446	62.422	62.572	0.000	0.000	0.000	0.000	
64778.843	1833.615	0.276	-0.919	0.422	576.000	21.615	-1.010	-0.773	0.656	-0.266	0.062	-0.052	5.300	-2.100	-49.600	951.679	28.475	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.763	61.470	62.422	62.572	0.000	0.000	0.000	0.000	
64778.895	1834.135	0.276	-0.919	0.422	576.000	4.686	-1.008	-0.414	0.859	-0.188	0.067	-0.053	6.100	-0.500	-48.800	951.663	28.477	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.785	61.482	62.427	62.584	0.000	0.000	0.000	0.000	
64778.996	1832.237	0.552	-0.919	0.422	576.000	17.418	-1.009	-0.602	0.859	-0.195	0.063	-0.057	5.100	-1.600	-49.700	951.725	28.481	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.800	61.491	62.475	62.618	0.000	0.000	0.000	0.000	
64779.062	1832.237	0.276	-0.919	0.422	576.000	17.418	-1.009	-0.602	0.859	-0.195	0.063	-0.057	5.100	-1.600	-49.700	951.725	28.481	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.800	61.491	62.524	62.665	0.000	0.000	0.000	0.000	
64779.124	1832.313	0.552	-0.919	0.422	576.000	21.949	-1.010	-1.188	0.898	-0.383	0.066	-0.052	6.700	-2.700	-50.200	951.721	28.473	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.845	61.516	62.524	62.665	0.000	0.000	0.000	0.000	
64779.191	1832.115	0.552	-0.919	0.422	576.000	26.966	-1.017	-0.852	1.023	-0.266	0.068	-0.057	5.700	-2.900	-50.500	951.729	28.479	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.880	61.526	62.219	62.695	0.000	0.000	0.000	0.000	
64779.258	1832.115	0.793	-0.919	0.422	576.000	26.966	-1.017	-0.852	1.023	-0.266	0.068	-0.057	5.700	-2.900	-50.500	951.729	28.479	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	62.880	61.526	62.041	62.801	0.000	0.000	0.000	0.000	
64779.344	1833.321	0.793	-0.919	0.422	576.000	20.171	-1.011	-0.617	1.016	-0.164	0.064	-0.054	4.900	-1.800	-50.500	951.690	28.483	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	62.985	61.546	61.994	62.847	0.000	0.000	0.000	0.000	
64779.425	1834.542	1.193	-0.919	0.422	576.000	17.021	-1.012	-0.711	0.891	-0.258	0.064	-0.057	4.900	-1.500	-50.500	951.650	28.481	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.053	61.560	61.617	62.952	0.000	0.000	0.000	0.000	
64779.501	1834.046	1.193	-0.919	0.422	576.000	16.887	-1.011	-0.984	1.000	-0.242	0.068	-0.053	5.600	-1.700	-49.800	951.667	28.483	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.151	61.572	61.752	63.051	0.000	0.000	0.000	0.000	
64779.572	1831.721	0.953	-0.919	0.422	576.000	22.166	-1.011	-0.844	0.484	-0.352	0.063	-0.056	5.400	-2.200	-50.500	951.741	28.477	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.244	61.584	61.752	63.051	0.000	0.000	0.000	0.000	
64779.649	1834.614	1.229	-0.919	0.422	576.000	28.768	-1.013	-1.227	0.820	-0.313	0.066	-0.055	5.100	-2.800	-51.200	951.648	28.481	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.311	61.595	62.033	63.104	0.000	0.000	0.000	0.000	
64779.758	1832.643	1.069	-0.919	0.422	576.000	18.153	-1.009	-0.750	1.047	-0.383	0.069	-0.052	6.100	-2.000	-50.400	951.713	28.485	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.403	61.607	62.082	63.236	0.000	0.000	0.000	0.000	
64779.820	1831.892	1.069	-0.919	0.422	576.000	21.631	-1.003	-0.656	0.867	-0.344	0.072	-0.060	5.800	-2.300	-49.800	951.736	28.481	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.520	61.624	62.206	63.329	0.000	0.000	0.000	0.000	
64779.882	1831.892	1.069	-0.919	0.422	576.000	21.631	-1.003	-0.656	0.867	-0.344	0.072	-0.060	5.800	-2.300	-49.800	951.736	28.481	-23.217430	-45.969324	0.000	0.155	0.557	1.000	-23.217418	-45.969329	12.000	1.0	61.229	63.520	61.624	62.422	63.475	0.000	0.000	0.000	0.000	
64779.949	1832.364	1.598	-0.919	0.422	576.000	17.103	-1.011	-0.617	0.750	-0.469	0.067	-0.049	5.200	-1.600	-50.200	951.721	28.481	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	63.653	61.643	62.422	63.475	0.000	0.000	0.000	0.000	
64780.059	1832.685	1.598	-0.919	0.422	576.000	20.171	-1.012	-0.563	1.086	-0.172	0.067	-0.057	4.900	-1.800	-49.700	951.711	28.483	-23.217430	-45.969324	0.000	0.155	0.557	0.000	-23.217418	-45.969329	12.000	1.0	61.229	63.766	61.654	61.904	63.737	0.000	0.000	0.000	0.000	
64780.145	1833.907	1.874	-1.246	1.145	576.000	33.111	-1.010	-0.664	0.859	-0.297	0.066	-0.055	4.600	-3.000	-50.000	951.671	28.481	-23.217432	-45.969319	0.000	0.024	0.085	1.000	-23.217418	-45.969329	12.000	1.0	60.538	63.934	61.670	61.904	63.737	0.000	0.000	0.000	0.000	
64780.207	1833.689	1.598	-1.246	1.145	576.000	24.905	-1.010	-0.445	0.883	-0.539	0.068	-0.037	5.600	-2.600	-50.700	951.678	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	60.538	60.538	58.207	60.509	0.000	0.000	0.000	0.000	
64780.273	1833.689	0.793	-1.246	1.145	576.000	27.553	-1.008	-0.844	0.820	-0.109	0.064	-0.059	4.600	-2.400	-51.300	951.678	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	60.538	60.538	59.417	60.302	0.000	0.000	0.000	0.000	
64780.340	1834.034	0.552	-1.246	1.145	576.000	27.553	-1.008	-0.844	0.820	-0.109	0.064	-0.059	4.600	-2.400	-51.300	951.667	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	60.436	60.525	59.417	60.254	0.000	0.000	0.000	0.000	
64780.426	1835.232	1.291	-1.246	1.145	576.000	24.179	-1.012	-0.734	0.859	-0.367	0.061	-0.058	4.900	-2.200	-51.000	951.628	28.481	-23.217432	-45.969319	0.000	0.104	0.374	0.000	-23.217418	-45.969329	12.000	1.0	60.538	60.399	60.518	58.603	60.148	0.000	0.000	0.000	0.000	
64780.512	1834.197	1.291	-1.246	1.145	576.000	37.948	-1.011	-0.891	0.664	-0.500	0.069	-0.042	10.900	-8.500	-47.900	951.662	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	60.283	60.508	58.603	60.148	0.000	0.000	0.000	0.000	
64780.583	1834.397	1.567	-1.246	1.145	576.000	15.642	-1.010	-0.852	1.055	0.133	0.062	-0.057	5.000	-1.400	-50.500	951.655	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	60.177	60.500	58.471	60.040	0.000	0.000	0.000	0.000	
64780.641	1834.397	1.291	-1.246	1.145	576.000	18.435	-1.010	-1.172	0.773	-0.258	0.061	-0.051	4.800	-1.600	-50.100	951.655	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	60.177	60.500	58.355	59.873	0.000	0.000	0.000	0.000	
64780.717	1833.985	0.552	-1.246	1.145	576.000	24.775	-1.008	-1.055	1.070	-0.570	0.069	-0.052	5.200	-2.400	-50.800	951.668	28.479	-23.217432	-45.969319	0.000	0.104	0.374	0.000	-23.217418	-45.969329	12.000	1.0	60.538	60.006	60.486	59.253	59.831	0.000	0.000	0.000	0.000	
64780.812	1834.070	0.552	-1.246	1.145	576.000	15.573	-1.014	-0.813	0.844	-0.211	0.069	-0.067	6.100	-1.700	-50.200	951.666	28.481	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.965	60.478	59.253	59.831	0.000	0.000	0.000	0.000	
64780.879	1834.863	1.082	-1.246	1.145	576.000	15.573	-1.014	-0.813	0.844	-0.211	0.069	-0.067	6.100	-1.700	-50.200	951.640	28.483	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.913	60.469	59.160	59.771	0.000	0.000	0.000	0.000	
64780.941	1834.863	1.758	-1.246	1.145	576.000	34.992	-1.009	-0.805	0.930	0.016	0.065	-0.041	11.000	-7.700	-49.400	951.640	28.483	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.913	60.469	57.402	59.551	0.000	0.000	0.000	0.000	
64781.008	1834.173	1.482	-1.246	1.145	576.000	15.945	-1.013	-0.930	0.977	-0.484	0.066	-0.051	5.600	-1.600	-50.400	951.663	28.483	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.686	60.455	57.402	59.551	0.000	0.000	0.000	0.000	
64781.075	1833.279	1.482	-1.246	1.145	576.000	17.879	-1.013	-0.813	0.617	-0.391	0.063	-0.063	6.200	-2.000	-50.100	951.692	28.485	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.588	60.448	57.833	59.465	0.000	0.000	0.000	0.000	
64781.170	1833.279	1.482	-1.246	1.145	576.000	17.879	-1.013	-0.813	0.617	-0.391	0.063	-0.063	6.200	-2.000	-50.100	951.692	28.485	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.588	60.448	57.432	59.211	0.000	0.000	0.000	0.000	
64781.237	1834.095	1.721	-1.246	1.145	576.000	15.255	-1.010	-0.711	0.820	-0.398	0.064	-0.045	5.500	-1.500	-50.200	951.666	28.485	-23.217432	-45.969319	0.000	0.104	0.374	0.000	-23.217418	-45.969329	12.000	1.0	60.538	59.345	60.431	57.432	59.211	0.000	0.000	0.000	0.000	
64781.313	1832.493	1.998	-1.246	1.145	576.000	24.842	-1.016	-0.586	0.867	-0.258	0.070	-0.066	5.400	-2.500	-49.300	951.719	28.487	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.231	60.424	57.299	59.114	0.000	0.000	0.000	0.000	
64781.380	1831.863	1.998	-1.246	1.145	576.000	22.135	-1.011	-0.578	1.109	-0.094	0.059	-0.051	5.900	-2.400	-50.700	951.738	28.485	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.082	60.417	56.620	58.954	0.000	0.000	0.000	0.000	
64781.442	1831.863	1.192	-1.246	1.145	576.000	22.135	-1.011	-0.578	1.109	-0.094	0.059	-0.051	5.900	-2.400	-50.700	951.738	28.485	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	59.082	60.417	56.620	58.954	0.000	0.000	0.000	0.000	
64781.518	1834.059	0.276	-1.246	1.145	576.000	21.991	-1.014	-1.211	1.305	-0.086	0.080	-0.058	5.200	-2.100	-50.500	951.667	28.485	-23.217432	-45.969319	0.000	0.104	0.374	0.000	-23.217418	-45.969329	12.000	1.0	60.538	58.929	60.403	57.394	58.772	0.000	0.000	0.000	0.000	
64781.618	1831.331	1.266	-1.246	1.145	576.000	22.329	-1.004	-0.695	0.383	-0.281	0.065	-0.055	5.600	-2.300	-51.300	951.756	28.487	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	58.907	60.395	58.549	58.772	0.000	0.000	0.000	0.000	
64781.680	1833.945	2.371	-1.246	1.145	576.000	28.301	-1.005	-1.133	1.383	-0.609	0.051	-0.054	5.200	-2.800	-50.500	951.671	28.487	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	58.778	60.385	57.165	58.646	0.000	0.000	0.000	0.000	
64781.747	1833.945	2.887	-1.246	1.145	576.000	19.983	-1.012	-0.852	0.766	-0.633	0.074	-0.051	5.500	-2.000	-50.200	951.671	28.487	-23.217432	-45.969319	0.000	0.104	0.374	1.000	-23.217418	-45.969329	12.000	1.0	60.538	58.778	60.385	54.688	58.272	0.000	0.000	0.000	0.000	
64781.823	1834.064	3.164	-1.246	1.145	576.000	22.504	-1.009	-0.461	0.969	0.164	0.059	-0.057	7.000	-2.900	-50.600	951.666	28.483	-23.217432	-45.969319	0.000	0.104	0.374	0.000	-23.217418	-45.969329	12.000	1.0	60.538	58.406	60.371	54.688	58.272	0.000	0.000	0.000	0.000	
