Tempo	RPM_1	WOW	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	AIL	NZ	THETA	PHI	DAlvo	TBase	
segundos	RPM	bit	ft	m/s	m	m	m	deg	deg	g	deg	deg	m	m	
62397.017	0.000	0.000	1799.088	0.381	0.000	0.000	573.000	131.906	1.566	-1.014	-6.812	3.300	0.000	-1.339	
62397.118	0.000	0.000	1798.621	0.381	0.000	0.000	573.000	132.647	1.662	-1.004	-6.706	3.328	42.317	-1.510	
62397.213	0.000	0.000	1798.981	0.381	0.000	0.000	573.000	106.280	1.566	-1.012	-6.724	3.309	42.317	-1.378	
62397.294	0.000	0.000	1799.158	0.381	0.000	0.000	573.000	132.879	1.789	-1.005	-6.717	3.273	42.317	-1.313	
62397.389	0.000	0.000	1798.478	0.381	-0.380	-0.000	573.000	132.236	1.566	-1.007	-6.765	3.305	42.266	-1.562	
62397.466	0.000	0.000	1798.585	0.381	-0.380	-0.000	573.000	131.348	1.758	-1.011	-6.776	3.252	42.266	-1.523	
62397.561	0.000	0.000	1799.513	0.271	-0.380	-0.000	573.000	93.752	1.821	-1.013	-6.774	3.255	42.266	-1.184	
62397.637	0.000	0.000	1799.394	0.477	-0.380	-0.000	573.000	128.089	1.630	-1.008	-6.779	3.319	42.266	-1.227	
62397.723	0.000	0.000	1799.436	0.477	-0.380	-0.000	573.000	135.855	1.566	-1.006	-6.773	3.271	42.266	-1.212	
62397.819	0.000	0.000	1797.088	0.207	-0.380	-0.000	573.000	126.634	1.598	-1.010	-6.808	3.350	42.266	-2.070	
62397.909	0.000	0.000	1798.963	0.207	-0.380	-0.000	573.000	129.732	1.534	-1.007	-6.818	3.302	42.266	-1.385	
62397.985	0.000	0.000	1798.627	0.207	-0.380	-0.000	573.000	126.511	1.694	-1.005	-6.751	3.311	42.266	-1.508	
62398.071	0.000	0.000	1800.474	0.207	-0.380	-0.000	573.000	128.027	1.534	-1.007	-6.795	3.334	42.266	-0.832	
62398.190	0.000	0.000	1799.737	0.207	-0.380	-0.000	573.000	97.921	1.758	-1.004	-6.786	3.345	42.266	-1.101	
62398.272	0.000	0.000	1801.193	0.649	-0.380	-0.000	573.000	133.386	1.566	-1.005	-6.800	3.303	42.266	-0.569	
62398.348	0.000	0.000	1798.341	0.855	-0.380	-0.000	573.000	129.245	1.566	-1.015	-6.778	3.349	42.266	-1.612	
62398.434	0.000	0.000	1798.684	0.855	-0.380	-0.000	573.000	128.368	1.566	-1.005	-6.774	3.341	42.266	-1.487	
62398.539	0.000	0.000	1798.767	0.649	-0.380	-0.000	573.000	129.369	1.566	-1.010	-6.864	3.379	42.266	-1.456	
62398.620	0.000	0.000	1799.983	0.759	-0.380	-0.000	573.000	130.972	1.694	-1.008	-6.804	3.369	42.266	-1.011	
62398.696	0.000	0.000	1799.599	0.759	-0.380	-0.000	573.000	127.200	1.694	-0.999	-6.813	3.404	42.266	-1.152	
62398.767	0.000	0.000	1798.988	0.759	-0.380	-0.000	573.000	131.820	1.534	-1.011	-6.854	3.375	42.266	-1.375	
62398.887	0.000	0.000	1798.972	0.759	-0.380	-0.000	573.000	129.806	1.566	-1.008	-6.772	3.431	42.266	-1.381	
62398.968	0.000	0.000	1799.953	0.759	-0.380	-0.000	573.000	131.682	1.310	-1.004	-6.767	3.456	42.266	-1.022	
62399.054	0.000	0.000	1798.564	0.759	-0.380	-0.000	573.000	131.682	1.630	-1.007	-6.756	3.456	42.266	-1.531	
62399.130	0.000	0.000	1798.312	0.317	-0.380	-0.000	573.000	130.342	1.598	-1.012	-6.784	3.494	42.266	-1.623	
62399.235	0.000	0.000	1798.810	0.110	-0.380	-0.000	573.000	126.314	1.662	-1.006	-6.766	3.478	42.266	-1.441	
62399.325	0.000	0.000	1798.607	0.110	-0.380	-0.000	573.000	131.894	1.726	-1.015	-6.816	3.495	42.266	-1.515	
62399.406	0.000	0.000	1798.799	0.110	-0.380	-0.000	573.000	130.342	1.758	-1.002	-6.801	3.431	42.266	-1.445	
62399.497	0.000	0.000	1798.265	0.322	-0.380	-0.000	573.000	128.290	1.630	-1.013	-6.858	3.463	42.266	-1.640	
62399.592	0.000	0.000	1798.740	0.322	-0.380	-0.000	573.000	129.657	1.630	-1.007	-6.832	3.459	42.266	-1.466	
62399.683	0.000	0.000	1798.955	0.322	-0.380	-0.000	573.000	127.083	1.662	-1.019	-6.845	3.536	42.266	-1.387	
62399.764	0.000	0.000	1798.878	0.322	-0.380	-0.000	573.000	130.914	1.630	-1.013	-6.864	3.538	42.266	-1.416	
62399.845	0.000	0.000	1800.267	0.937	-0.380	-0.000	573.000	129.883	1.885	-1.007	-6.797	3.545	42.266	-0.908	
62399.950	0.000	0.000	1799.926	0.937	-0.380	-0.000	573.000	128.752	1.630	-1.009	-6.833	3.508	42.266	-1.032	
62400.064	0.000	0.000	1799.764	0.937	-0.380	-0.000	573.000	131.186	1.598	-1.015	-6.777	3.549	42.266	-1.092	
62400.169	0.000	0.000	1800.508	0.937	-0.380	-0.000	573.000	129.417	1.630	-1.009	-6.786	3.586	42.266	-0.820	
62400.270	0.000	0.000	1798.758	0.937	0.000	0.000	573.000	124.479	1.566	-1.012	-6.806	3.604	42.317	-1.460	
62400.351	0.000	0.000	1800.813	0.937	-0.380	-0.000	573.000	127.104	1.566	-1.009	-6.781	3.540	42.266	-0.708	
62400.441	0.000	0.000	1799.519	0.615	-0.380	-0.000	573.000	125.942	1.598	-1.012	-6.809	3.580	42.266	-1.181	
62400.513	0.000	0.000	1798.806	0.615	-0.380	-0.000	573.000	129.333	1.534	-1.006	-6.838	3.509	42.266	-1.442	
62400.613	0.000	0.000	1798.423	0.615	-0.380	-0.000	573.000	129.668	1.630	-1.013	-6.858	3.545	42.266	-1.582	
62400.718	0.000	0.000	1798.585	0.615	-0.380	-0.000	573.000	132.274	1.566	-1.008	-6.820	3.523	42.266	-1.523	
62400.808	0.000	0.000	1799.173	0.000	0.000	0.000	573.000	132.940	1.662	-1.009	-6.853	3.479	42.317	-1.308	
62400.889	0.000	0.000	1797.987	0.000	0.000	0.000	573.000	132.647	1.726	-1.007	-6.847	3.446	42.317	-1.742	
62400.966	0.000	0.000	1799.232	0.475	0.000	0.000	573.000	122.005	1.502	-1.008	-6.863	3.479	42.317	-1.286	
62401.071	0.000	0.000	1798.682	0.746	0.000	0.000	573.000	130.236	1.566	-1.007	-6.843	3.433	42.317	-1.487	
62401.147	0.000	0.000	1799.155	0.746	0.000	0.000	573.000	131.634	1.566	-1.017	-6.897	3.403	42.317	-1.314	
62401.228	0.000	0.000	1799.077	0.746	0.000	0.000	573.000	132.236	1.662	-1.010	-6.861	3.367	42.317	-1.343	
62401.309	0.000	0.000	1797.927	0.746	0.000	0.000	573.000	128.491	1.758	-1.016	-6.939	3.360	42.317	-1.763	
62401.395	0.000	0.000	1798.413	0.746	0.000	0.000	573.000	127.635	1.630	-1.009	-6.870	3.457	42.317	-1.586	
62401.471	0.000	0.000	1798.802	0.746	0.000	0.000	573.000	131.730	1.630	-1.006	-6.918	3.395	42.317	-1.443	
62401.552	0.000	0.000	1798.766	0.746	0.000	0.000	573.000	128.841	1.662	-1.011	-6.912	3.495	42.317	-1.456	
62401.652	0.000	0.000	1799.431	0.746	0.000	0.000	573.000	128.972	1.662	-1.007	-6.873	3.434	42.317	-1.213	
62401.757	0.000	0.000	1799.149	0.856	0.000	0.000	573.000	134.588	1.726	-1.010	-6.926	3.458	42.317	-1.316	
62401.862	0.000	0.000	1798.730	0.381	0.000	0.000	573.000	129.668	1.566	-1.009	-6.897	3.451	42.317	-1.470	
62401.977	0.000	0.000	1800.702	0.586	0.000	0.000	573.000	128.660	1.821	-1.004	-6.890	3.502	42.317	-0.749	
62402.096	0.000	0.000	1800.289	0.586	0.000	0.000	573.000	130.409	1.566	-1.011	-6.949	3.484	42.317	-0.900	
62402.182	0.000	0.000	1799.816	0.586	0.000	0.000	573.000	133.210	1.566	-1.008	-6.875	3.447	42.317	-1.073	
62402.263	0.000	0.000	1799.156	0.908	0.000	0.000	573.000	132.075	1.598	-1.014	-6.898	3.447	42.317	-1.314	
62402.372	0.000	0.000	1798.941	0.908	0.000	0.000	573.000	132.138	1.694	-1.003	-6.892	3.467	42.317	-1.393	
62402.458	0.000	0.000	1799.377	0.908	0.000	0.000	573.000	128.946	1.630	-1.010	-6.932	3.460	42.317	-1.233	
62402.544	0.000	0.000	1799.672	1.018	0.000	0.000	573.000	136.975	1.566	-1.011	-6.883	3.454	42.317	-1.125	
62402.625	0.000	0.000	1798.984	1.225	0.000	0.000	573.000	131.070	1.630	-1.003	-6.902	3.464	42.317	-1.377	
62402.720	0.000	0.000	1799.110	1.115	0.000	0.000	573.000	122.699	2.013	-1.009	-6.887	3.407	42.317	-1.331	
62402.802	0.000	0.000	1798.702	1.481	0.000	0.000	573.000	132.847	1.726	-1.010	-6.934	3.457	42.317	-1.480	
62402.897	0.000	0.000	1798.702	1.006	0.000	0.000	573.000	129.644	1.630	-1.016	-6.823	3.385	42.317	-1.480	
62402.997	0.000	0.000	1800.098	1.006	0.000	0.000	573.000	131.448	1.694	-1.007	-6.822	3.372	42.317	-0.969	
62403.083	0.000	0.000	1799.938	1.448	0.000	0.000	573.000	126.545	1.726	-1.019	-6.855	3.377	42.317	-1.028	
62403.188	0.000	0.000	1799.392	1.448	0.000	0.000	573.000	105.876	1.758	-1.000	-6.764	3.344	42.317	-1.228	
62403.264	0.000	0.000	1797.871	1.448	0.000	0.000	573.000	133.847	1.630	-1.005	-6.859	3.327	42.317	-1.784	
62403.345	0.000	0.000	1798.608	1.954	-0.380	-0.000	573.000	129.094	1.694	-1.016	-6.895	3.327	42.266	-1.514	
62403.488	0.000	0.000	1799.404	2.319	-0.380	-0.000	573.000	129.500	1.566	-1.011	-6.842	3.287	42.266	-1.223	
62403.579	0.000	0.000	1799.253	2.112	-0.380	-0.000	573.000	128.853	1.598	-1.010	-6.938	3.321	42.266	-1.278	
62403.669	0.000	0.000	1799.615	2.478	-0.380	-0.000	573.000	128.387	1.694	-1.003	-6.878	3.346	42.266	-1.146	
62403.750	0.000	0.000	1800.136	2.112	-0.380	-0.000	573.000	126.995	1.470	-1.015	-6.938	3.294	42.266	-0.956	
62403.851	0.000	0.000	1799.519	2.112	-0.380	-0.000	573.000	131.028	1.566	-1.006	-6.909	3.311	42.266	-1.181	
62403.927	0.000	0.000	1799.034	2.112	-0.380	-0.000	573.000	128.480	1.662	-1.004	-6.834	3.364	42.266	-1.359	
62404.013	0.000	0.000	1798.933	1.670	-0.380	-0.000	573.000	129.369	1.694	-1.001	-6.911	3.329	42.266	-1.395	
62404.089	0.000	0.000	1801.262	1.348	-0.380	-0.000	573.000	129.883	1.662	-1.008	-6.940	3.360	42.266	-0.543	
62404.170	0.000	0.000	1799.375	1.555	-0.380	-0.000	573.000	129.946	1.630	-1.000	-6.940	3.366	42.266	-1.234	
62404.251	0.000	0.000	1800.939	1.255	-0.380	-0.000	573.000	128.468	1.630	-1.018	-7.002	3.303	42.266	-0.662	
62404.327	0.000	0.000	1800.885	1.050	-0.380	-0.349	573.000	129.877	1.438	-1.006	-6.976	3.450	42.612	-0.682	
62404.404	0.000	0.000	1799.388	1.050	-0.380	-0.349	573.000	123.690	1.566	-1.008	-6.960	3.473	42.612	-1.229	
62404.513	0.000	0.000	1800.035	0.684	-0.380	-0.349	573.000	130.855	1.630	-1.014	-6.983	3.386	42.612	-0.993	
62404.609	0.000	0.000	1799.640	1.006	-0.380	-0.349	573.000	133.815	1.630	-1.014	-6.956	3.393	42.612	-1.137	
62404.695	0.000	0.000	1800.364	1.006	-0.380	-0.349	573.000	128.841	1.758	-1.005	-6.944	3.369	42.612	-0.872	
62404.795	0.000	0.000	1800.468	1.373	-0.380	-0.000	573.000	129.417	1.598	-1.006	-6.974	3.407	42.266	-0.834	
62404.895	0.000	0.000	1799.898	1.373	-0.380	-0.000	573.000	124.330	1.598	-1.007	-6.914	3.357	42.266	-1.042	
62404.981	0.000	0.000	1799.809	1.373	-0.380	-0.000	573.000	126.870	1.438	-1.008	-6.884	3.364	42.266	-1.075	
62405.071	0.000	0.000	1800.892	1.166	-0.380	-0.000	573.000	130.855	1.630	-1.007	-6.924	3.328	42.266	-0.679	
62405.171	0.000	0.000	1800.342	0.959	-0.380	-0.000	573.000	132.397	1.566	-1.008	-6.885	3.377	42.266	-0.880	
62405.276	0.000	0.000	1800.468	0.689	-0.380	-0.000	573.000	127.926	1.758	-1.015	-6.926	3.373	42.266	-0.834	
62405.362	0.000	0.000	1799.738	0.689	-0.380	-0.000	573.000	106.091	1.694	-1.010	-6.881	3.399	42.266	-1.101	
62405.438	0.000	0.000	1799.336	0.689	-0.380	-0.000	573.000	130.914	1.598	-1.006	-6.930	3.413	42.266	-1.248	
62405.519	0.000	0.000	1800.589	0.366	-0.380	-0.000	573.000	129.174	1.438	-1.010	-6.914	3.445	42.266	-0.790	
62405.629	0.000	0.000	1799.577	0.808	-0.380	-0.000	573.000	132.075	1.534	-1.006	-6.869	3.399	42.266	-1.160	
62405.710	0.000	0.000	1800.265	0.442	-0.380	-0.000	573.000	103.921	1.566	-1.008	-6.857	3.430	42.266	-0.908	
62405.791	0.000	0.000	1799.158	0.808	-0.380	-0.000	573.000	128.313	1.598	-1.005	-6.891	3.430	42.266	-1.313	
62405.868	0.000	0.000	1801.194	0.808	-0.380	-0.000	573.000	129.523	1.566	-1.009	-6.814	3.412	42.266	-0.569	
62405.987	0.000	0.000	1798.408	0.808	-0.380	-0.349	573.000	131.448	1.566	-1.008	-6.858	3.374	42.612	-1.587	
62406.068	0.000	0.000	1800.721	0.808	-0.380	-0.349	573.000	127.349	1.630	-1.014	-6.920	3.350	42.612	-0.741	
62406.158	0.000	0.000	1800.398	1.015	-0.380	-0.349	573.000	128.571	1.726	-1.008	-6.881	3.418	42.612	-0.860	
62406.268	0.000	0.000	1800.522	1.015	-0.380	-0.349	573.000	129.579	1.566	-1.006	-6.867	3.439	42.612	-0.814	
62406.368	0.000	0.000	1799.348	1.015	-0.380	-0.349	573.000	130.365	1.694	-1.009	-6.883	3.420	42.612	-1.244	
62406.492	0.000	0.000	1800.153	1.015	-0.380	-0.349	573.000	131.776	1.662	-1.008	-6.858	3.475	42.612	-0.949	
62406.602	0.000	0.000	1800.794	0.573	-0.380	-0.349	573.000	134.582	1.694	-1.005	-6.831	3.516	42.612	-0.715	
62406.688	0.000	0.000	1799.943	0.573	-0.380	-0.349	573.000	131.532	1.662	-1.019	-6.863	3.536	42.612	-1.026	
62406.774	0.000	0.000	1801.178	0.207	-0.380	-0.349	573.000	132.709	1.726	-1.008	-6.846	3.551	42.612	-0.574	
62406.855	0.000	0.000	1801.123	0.742	-0.380	-0.349	573.000	129.668	1.566	-1.010	-6.855	3.524	42.612	-0.595	
62406.950	0.000	0.000	1799.188	0.742	-0.380	-0.349	573.000	131.241	1.566	-1.017	-6.864	3.524	42.612	-1.302	
62407.036	0.000	0.000	1799.309	1.064	-0.380	-0.349	573.000	126.983	1.534	-1.008	-6.816	3.488	42.612	-1.258	
62407.117	0.000	0.000	1799.783	1.473	-0.380	-0.349	573.000	130.030	1.726	-1.004	-6.818	3.421	42.612	-1.085	
62407.207	0.000	0.000	1799.483	1.473	-0.380	-0.349	573.000	125.942	1.630	-1.027	-6.867	3.453	42.612	-1.194	
62407.293	0.000	0.000	1799.627	1.473	-0.380	-0.349	573.000	118.996	1.470	-1.004	-6.776	3.613	42.612	-1.142	
62407.393	0.000	0.000	1800.513	1.948	-0.380	-0.349	573.000	129.738	1.662	-1.003	-6.767	3.514	42.612	-0.818	
62407.489	0.000	0.000	1800.340	1.948	-0.380	-0.349	573.000	129.447	1.694	-1.006	-6.728	3.463	42.612	-0.881	
62407.575	0.000	0.000	1798.015	1.948	-0.380	-0.349	573.000	132.198	1.566	-1.007	-6.660	3.443	42.612	-1.731	
62407.689	0.000	0.000	1798.160	1.948	-0.380	-0.349	573.000	130.079	1.630	-1.007	-6.665	3.423	42.612	-1.678	
62407.780	0.000	0.000	1799.537	1.412	-0.380	-0.349	573.000	135.000	1.789	-1.005	-6.664	3.403	42.612	-1.175	
62407.856	0.000	0.000	1799.341	1.683	-0.380	-0.349	573.000	132.940	1.566	-1.011	-6.655	3.447	42.612	-1.246	
62407.951	0.000	0.000	1801.174	1.361	-0.380	-0.349	573.000	133.052	1.566	-1.014	-6.621	3.426	42.612	-0.576	
62408.051	0.000	0.000	1800.311	0.746	-0.380	-0.349	573.000	132.678	1.630	-1.008	-6.642	3.393	42.612	-0.891	
62408.137	0.000	0.000	1799.598	0.856	-0.380	-0.349	573.000	132.075	1.566	-1.009	-6.652	3.423	42.612	-1.152	
62408.223	0.000	0.000	1800.928	1.262	-0.380	-0.349	573.000	129.668	1.758	-1.006	-6.659	3.368	42.612	-0.666	
62408.299	0.000	0.000	1800.317	0.787	-0.380	-0.349	573.000	131.295	1.566	-1.003	-6.671	3.451	42.612	-0.889	
62408.395	0.000	0.000	1800.437	0.787	-0.380	-0.349	573.000	138.225	1.630	-1.008	-6.719	3.414	42.612	-0.845	
62408.471	0.000	0.000	1799.089	1.154	-0.380	-0.349	573.000	129.579	1.694	-1.017	-6.774	3.402	42.612	-1.338	
62408.547	0.000	0.000	1800.935	1.629	-0.380	-0.349	573.000	129.123	1.630	-1.014	-6.789	3.436	42.612	-0.663	
62408.628	0.000	0.000	1800.840	1.629	-0.380	-0.349	573.000	119.157	1.534	-1.006	-6.787	3.415	42.612	-0.698	
62408.743	0.000	0.000	1799.600	1.358	-0.380	-0.349	573.000	131.479	1.662	-1.005	-6.800	3.421	42.612	-1.152	
62408.819	0.000	0.000	1800.984	1.358	-0.380	-0.349	573.000	131.479	1.566	-1.010	-6.827	3.412	42.612	-0.645	
62408.910	0.000	0.000	1800.516	1.998	-0.380	-0.349	573.000	132.447	1.598	-1.008	-6.872	3.380	42.612	-0.816	
62408.981	0.000	0.000	1800.056	1.887	-0.380	-0.349	573.000	132.310	1.662	-1.012	-6.859	3.382	42.612	-0.985	
62409.091	0.000	0.000	1799.815	1.481	-0.380	-0.349	573.000	134.193	1.630	-1.007	-6.835	3.394	42.612	-1.073	
62409.167	0.000	0.000	1798.241	1.481	-0.380	-0.349	573.000	130.365	1.566	-1.008	-6.864	3.442	42.612	-1.649	
62409.248	0.000	0.000	1800.362	1.481	-0.380	-0.349	573.000	118.040	1.630	-1.012	-6.890	3.414	42.612	-0.873	
62409.339	0.000	0.000	1799.265	1.481	-0.380	-0.349	573.000	127.117	1.566	-1.006	-6.901	3.441	42.612	-1.274	
62409.449	0.000	0.000	1798.446	1.006	-0.380	-0.349	573.000	127.326	1.566	-1.014	-6.954	3.366	42.612	-1.574	
62409.530	0.000	0.000	1801.920	1.006	-0.380	-0.349	573.000	131.424	1.726	-1.009	-6.934	3.365	42.612	-0.303	
62409.606	0.000	0.000	1799.553	1.277	-0.380	-0.349	573.000	114.020	1.662	-1.007	-6.931	3.332	42.612	-1.169	
62409.692	0.000	0.000	1799.972	1.840	-0.380	-0.349	573.000	132.879	1.470	-1.007	-6.915	3.334	42.612	-1.016	
62409.778	0.000	0.000	1800.056	1.200	-0.380	-0.349	573.000	132.357	1.566	-1.019	-6.934	3.316	42.612	-0.985	
62409.868	0.000	0.000	1800.128	1.790	-0.380	-0.349	573.000	134.569	1.598	-1.013	-6.902	3.357	42.612	-0.958	
62409.949	0.000	0.000	1800.488	1.790	-0.380	-0.349	573.000	98.556	1.726	-1.008	-6.903	3.303	42.612	-0.827	
62410.035	0.000	0.000	1799.229	2.265	-0.380	-0.349	573.000	134.145	1.662	-1.013	-6.863	3.327	42.612	-1.287	
62410.145	0.000	0.000	1801.435	2.588	-0.380	-0.349	573.000	131.295	1.694	-1.006	-6.851	3.248	42.612	-0.480	
62410.235	0.000	0.000	1799.937	2.492	-0.380	-0.349	573.000	131.941	1.630	-1.008	-6.821	3.271	42.612	-1.028	
62410.316	0.000	0.000	1800.453	2.602	-0.380	-0.349	573.000	98.820	1.374	-1.010	-6.805	3.276	42.612	-0.840	
62410.450	0.000	0.000	1800.058	2.602	-0.380	-0.349	573.600	131.479	1.598	-1.007	-6.801	3.243	42.612	-0.984	
62410.560	0.000	0.000	1800.155	2.332	-0.380	-0.349	573.600	133.182	1.630	-1.007	-6.820	3.305	42.612	-0.949	
62410.641	0.000	0.000	1800.022	1.768	-0.380	-0.349	573.600	124.019	1.630	-1.008	-6.822	3.326	42.612	-0.997	
62410.741	0.000	0.000	1798.386	1.768	-0.380	-0.349	573.600	132.316	1.726	-1.006	-6.813	3.297	42.612	-1.596	
62410.865	0.000	0.000	1799.878	1.289	-0.380	-0.349	573.600	133.386	1.726	-1.011	-6.827	3.334	42.612	-1.050	
62410.946	0.000	0.000	1800.333	1.289	-0.380	-0.349	573.600	134.594	1.630	-0.997	-6.779	3.355	42.612	-0.884	
62411.027	0.000	0.000	1800.748	0.814	-0.380	-0.349	573.600	137.564	1.566	-1.015	-6.832	3.329	42.612	-0.732	
62411.118	0.000	0.000	1799.934	0.492	-0.380	-0.349	573.600	129.447	1.502	-1.013	-6.831	3.289	42.612	-1.030	
62411.242	0.000	0.000	1801.454	0.221	-0.380	-0.349	573.600	132.474	1.662	-1.015	-6.845	3.329	42.612	-0.473	
62411.318	0.000	0.000	1800.861	0.221	-0.380	-0.349	573.600	130.365	1.821	-1.014	-6.843	3.282	42.612	-0.690	
62411.399	0.000	0.000	1800.635	0.627	-0.380	-0.349	573.600	119.673	1.502	-0.995	-6.899	3.333	42.612	-0.773	
62411.480	0.000	0.000	1799.795	0.627	-0.380	-0.349	573.600	129.207	1.630	-1.026	-6.898	3.325	42.612	-1.080	
62411.604	0.000	0.000	1798.370	0.627	-0.380	-0.349	573.600	130.539	1.662	-0.998	-6.841	3.315	42.612	-1.602	
62411.695	0.000	0.000	1801.066	0.627	-0.380	-0.349	573.600	133.798	1.566	-1.011	-6.852	3.334	42.612	-0.615	
62411.766	0.000	0.000	1799.384	0.516	-0.380	-0.349	573.600	133.182	1.726	-1.008	-6.832	3.277	42.612	-1.231	
62411.852	0.000	0.000	1800.311	0.723	-0.380	-0.349	573.600	124.939	1.662	-1.009	-6.828	3.350	42.612	-0.891	
62411.938	0.000	0.000	1800.311	1.409	-0.380	-0.349	573.600	128.841	1.630	-1.005	-6.776	3.379	42.612	-0.891	
62412.024	0.000	0.000	1798.443	1.519	-0.380	-0.349	573.600	123.524	1.726	-1.007	-6.810	3.394	42.612	-1.575	
62412.105	0.000	0.000	1799.779	1.519	-0.380	-0.349	573.700	134.204	1.598	-1.007	-6.843	3.437	42.612	-1.086	
62412.186	0.000	0.000	1802.062	1.409	-0.380	-0.349	573.700	132.614	1.726	-1.011	-6.822	3.446	42.612	-0.251	
62412.295	0.000	0.000	1800.922	1.003	-0.380	-0.349	573.700	95.609	1.566	-1.008	-6.834	3.482	42.612	-0.668	
62412.376	0.000	0.000	1801.156	1.003	-0.380	-0.349	573.700	133.290	1.630	-1.004	-6.795	3.475	42.612	-0.582	
62412.462	0.000	0.000	1799.294	1.003	-0.380	-0.349	573.700	134.091	1.630	-1.011	-6.839	3.535	42.612	-1.264	
62412.543	0.000	0.000	1800.511	1.003	-0.380	-0.349	573.700	127.823	1.534	-1.002	-6.831	3.485	42.612	-0.818	
62412.634	0.000	0.000	1800.110	1.003	-0.380	-0.349	573.700	102.848	1.566	-1.013	-6.870	3.480	42.612	-0.965	
62412.715	0.000	0.000	1799.781	1.271	-0.380	-0.349	573.700	132.397	1.566	-1.006	-6.887	3.501	42.612	-1.085	
62412.815	0.000	0.000	1800.397	0.586	-0.380	-0.349	573.700	133.764	1.534	-1.007	-6.878	3.476	42.612	-0.860	
62412.910	0.000	0.000	1800.631	0.475	-0.380	-0.349	573.700	128.089	1.662	-1.008	-6.872	3.513	42.612	-0.774	
62413.020	0.000	0.000	1799.984	0.475	-0.380	-0.349	573.700	129.560	1.406	-1.010	-6.878	3.492	42.612	-1.011	
62413.106	0.000	0.000	1800.715	0.475	-0.380	-0.349	573.700	133.210	1.566	-1.013	-6.859	3.500	42.612	-0.744	
62413.187	0.000	0.000	1799.380	0.475	-0.380	-0.349	573.700	133.452	1.630	-1.010	-6.874	3.483	42.612	-1.232	
62413.273	0.000	0.000	1801.699	0.475	-0.380	-0.349	573.700	128.991	1.566	-1.009	-6.883	3.488	42.612	-0.384	
62413.354	0.000	0.000	1801.447	0.475	-0.380	-0.349	573.700	130.475	0.703	-1.005	-6.859	3.454	42.612	-0.476	
62413.430	0.000	0.000	1801.447	0.475	-0.380	-0.349	573.700	128.565	1.630	-1.011	-6.813	3.446	42.612	-0.476	
62413.507	0.000	0.000	1802.159	0.475	-0.380	-0.349	573.700	122.735	1.598	-1.010	-6.846	3.503	42.612	-0.216	
62413.583	0.000	0.000	1801.368	0.000	-0.380	-0.349	573.700	128.333	1.406	-1.008	-6.811	3.483	42.612	-0.505	
62413.702	0.000	0.000	1800.590	0.406	-0.380	-0.349	573.700	126.870	1.502	-1.007	-6.822	3.518	42.612	-0.790	
62413.778	0.000	0.000	1801.159	0.406	-0.380	-0.349	573.700	130.272	1.662	-1.008	-6.820	3.506	42.612	-0.581	
62413.859	0.000	0.000	1801.381	0.406	-0.380	-0.349	573.700	109.933	1.598	-1.011	-6.836	3.509	42.612	-0.500	
62413.964	0.000	0.000	1800.741	0.406	-0.380	-0.349	573.700	134.594	1.566	-1.005	-6.855	3.577	42.612	-0.734	
62414.074	0.000	0.000	1800.721	0.406	-0.380	-0.349	573.700	135.000	1.566	-1.009	-6.855	3.552	42.612	-0.742	
62414.160	0.000	0.000	1801.093	0.406	-0.380	-0.349	573.700	104.281	1.726	-1.010	-6.810	3.563	42.612	-0.605	
62414.246	0.000	0.000	1801.861	0.912	-0.380	-0.349	573.700	131.348	1.630	-1.011	-6.831	3.535	42.612	-0.325	
62414.336	0.000	0.000	1799.382	0.912	-0.380	-0.349	573.700	128.758	1.566	-1.011	-6.850	3.516	42.612	-1.231	
62414.451	0.000	0.000	1800.057	1.387	-0.380	-0.349	573.700	133.798	1.630	-1.005	-6.825	3.545	42.612	-0.984	
62414.541	0.000	0.000	1801.485	1.387	-0.380	-0.349	573.700	99.072	1.566	-1.009	-6.808	3.543	42.612	-0.462	
62414.618	0.000	0.000	1801.490	1.252	-0.380	-0.349	573.700	134.635	1.598	-1.007	-6.801	3.552	42.612	-0.460	
62414.727	0.000	0.000	1801.035	1.694	-0.380	-0.349	573.700	135.785	1.534	-1.004	-6.829	3.554	42.612	-0.627	
62414.804	0.000	0.000	1802.263	1.694	-0.380	-0.349	573.700	132.769	1.502	-1.008	-6.790	3.546	42.612	-0.177	
62414.894	0.000	0.000	1801.796	1.694	-0.380	-0.349	573.700	96.194	1.694	-1.016	-6.793	3.596	42.612	-0.348	
62414.970	0.000	0.000	1801.503	1.694	-0.380	-0.349	573.700	132.997	1.566	-0.998	-6.712	3.520	42.612	-0.456	
62415.051	0.000	0.000	1801.695	1.694	-0.380	-0.349	573.700	129.732	1.502	-1.012	-6.791	3.459	42.612	-0.385	
62415.180	0.000	0.000	1803.139	1.751	-0.380	-0.349	573.700	131.543	1.630	-1.013	-6.795	3.445	42.612	0.143	
62415.257	0.000	0.000	1800.742	2.157	-0.380	-0.349	573.700	118.264	1.598	-1.013	-6.819	3.459	42.612	-0.734	
62415.371	0.000	0.000	1801.857	1.682	-0.380	-0.349	573.700	133.363	1.406	-1.006	-6.813	3.491	42.612	-0.326	
62415.481	0.000	0.000	1804.248	2.088	-0.380	-0.349	573.700	136.975	1.470	-1.010	-6.824	3.489	42.612	0.548	
62415.562	0.000	0.000	1802.211	2.024	-0.380	-0.349	573.700	111.073	1.566	-1.009	-6.828	3.473	42.612	-0.197	
