Tempo	RPM_1	WOW	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	AIL	NZ	THETA	PHI	DAlvo	TBase	
segundos	RPM	bit	ft	m/s	m	m	m	deg	deg	g	deg	deg	m	m	
62711.468	6080.000	1.000	1861.499	13.348	15.569	52.697	593.700	3.306	-2.109	-1.065	-11.746	-1.734	24.020	21.489	
62711.535	6012.000	1.000	1861.738	13.371	15.569	52.697	593.700	9.890	-2.205	-1.026	-11.272	-1.098	24.020	21.576	
62711.592	6147.200	1.000	1859.217	12.974	15.569	52.697	593.700	2.968	-1.885	-1.009	-10.421	-0.221	24.020	20.654	
62711.673	6214.400	1.000	1861.868	13.002	15.569	52.697	593.700	3.563	-1.917	-0.951	-9.458	0.814	24.020	21.624	
62711.778	6147.200	1.000	1860.795	12.777	15.569	52.697	593.700	4.607	-2.141	-0.911	-8.635	1.834	24.020	21.231	
62711.844	6147.200	1.000	1862.287	12.846	15.569	52.697	593.700	9.707	-0.735	-0.976	-8.111	2.914	24.020	21.777	
62711.926	6147.200	1.000	1862.287	12.789	15.569	52.697	593.700	7.100	-1.342	-1.064	-8.376	3.473	24.020	21.777	
62712.007	6147.200	1.000	1862.728	12.923	-66.265	34.201	593.700	7.072	-0.767	-1.063	-8.982	3.889	60.865	21.938	
62712.131	6147.200	1.000	1863.573	12.631	-67.594	34.899	593.700	8.011	-0.735	-1.123	-9.487	4.024	62.101	22.247	
62712.197	6214.400	1.000	1863.573	12.682	-67.594	34.899	593.700	8.011	-1.150	-1.123	-9.911	3.849	62.101	22.247	
62712.293	6147.200	1.000	1864.463	12.469	-67.594	34.899	593.700	8.372	-1.182	-1.141	-10.314	3.683	62.101	22.573	
62712.355	6147.200	1.000	1863.965	11.145	-67.594	34.899	593.700	8.372	0.128	-1.141	-10.532	3.455	62.101	22.391	
62712.436	6147.200	1.000	1864.337	11.238	-67.594	34.899	593.700	8.435	-1.278	-1.133	-10.739	3.240	62.101	22.527	
62712.536	6214.400	1.000	1866.023	11.340	-73.823	36.370	593.700	10.170	-1.310	-1.117	-10.843	3.088	68.158	23.143	
62712.617	6147.200	1.000	1866.365	11.464	-75.189	36.644	593.700	10.754	-0.863	-1.140	-10.392	2.957	69.499	23.268	
62712.703	6147.200	1.000	1868.136	11.270	-75.189	36.644	593.700	10.476	-0.735	-1.082	-9.819	3.314	69.499	23.916	
62712.765	6147.200	1.000	1865.787	10.809	-75.189	36.644	593.700	10.685	-1.118	-1.075	-9.090	3.570	69.499	23.057	
62712.855	6147.200	1.000	1866.762	10.529	-75.189	36.644	593.700	11.994	-2.524	-0.984	-8.173	3.782	69.499	23.413	
62712.932	6147.200	1.000	1865.873	10.424	-75.189	36.644	593.700	11.878	-1.789	-0.899	-6.891	3.981	69.499	23.089	
62713.008	6214.400	1.000	1866.286	10.059	-75.189	36.644	593.700	13.181	-2.013	-0.911	-5.481	4.163	69.499	23.240	
62713.094	6282.400	1.000	1869.985	10.260	-79.746	38.738	593.700	13.796	-2.269	-0.855	-3.961	4.629	73.924	24.592	
62713.199	6282.400	1.000	1868.991	11.384	-80.658	39.511	593.700	13.440	-1.438	-0.886	-2.778	4.677	74.807	24.229	
62713.284	6282.400	1.000	1868.493	11.446	-82.214	39.436	593.700	13.939	-0.991	-0.839	-1.768	4.361	76.364	24.047	
62713.370	6282.400	1.000	1870.228	11.518	-83.127	40.208	593.700	13.693	-1.214	-0.835	-0.321	4.473	77.256	24.681	
62713.442	6349.600	1.000	1870.228	11.609	-84.303	40.832	593.700	11.272	-1.726	-0.823	0.748	4.086	78.420	24.681	
62713.523	6349.600	1.000	1870.187	11.634	-84.303	40.832	593.700	11.272	-1.821	-0.823	1.383	3.647	78.420	24.666	
62713.623	6349.600	1.000	1870.251	12.036	-85.406	41.255	593.700	14.432	-1.118	-0.859	1.987	3.230	79.519	24.690	
62713.699	6349.600	1.000	1870.769	11.813	-85.406	41.255	593.700	17.254	-1.534	-0.899	1.442	3.114	79.519	24.879	
62713.766	6349.600	1.000	1870.328	11.893	-85.406	41.255	593.700	17.254	-0.991	-0.899	0.327	2.947	79.519	24.718	
62713.842	6282.400	1.000	1870.029	12.443	-85.406	41.255	593.700	15.470	-1.438	-1.041	-0.731	2.788	79.519	24.608	
62713.947	6349.600	1.000	1869.593	12.431	-85.406	41.255	593.700	16.699	-1.118	-1.123	-1.983	2.910	79.519	24.449	
62714.024	6282.400	1.000	1869.297	12.559	-85.406	41.255	593.700	20.839	-1.246	-1.169	-3.002	3.345	79.519	24.341	
62714.095	6349.600	1.000	1871.997	12.696	-85.406	41.255	593.700	20.839	-1.150	-1.169	-3.716	3.087	79.519	25.328	
62714.162	6349.600	1.000	1871.997	12.696	-85.406	41.255	593.700	16.390	-0.959	-1.112	-4.394	2.841	79.519	25.328	
62714.252	6417.600	1.000	1870.659	12.685	-85.406	41.255	593.700	17.304	-1.438	-1.043	-4.279	2.208	79.519	24.839	
62714.329	6417.600	1.000	1872.920	12.698	-85.406	41.255	593.700	17.847	-1.118	-0.980	-3.631	1.929	79.519	25.666	
62714.419	6417.600	1.000	1874.547	12.722	-85.406	41.255	593.700	19.204	-0.479	-0.905	-2.664	1.886	79.519	26.261	
62714.510	6417.600	1.000	1874.552	12.945	-85.406	41.255	593.700	17.342	-2.620	-0.940	-1.613	2.121	79.519	26.263	
62714.605	6417.600	1.000	1872.855	13.167	-85.406	41.255	593.700	19.814	-0.863	-0.907	-1.099	2.412	79.519	25.642	
62714.710	6417.600	1.000	1875.448	11.755	-85.406	41.255	593.700	20.143	-1.981	-0.964	-1.489	2.692	79.519	26.591	
62714.801	6417.600	1.000	1873.931	11.929	-85.406	41.255	593.700	20.303	-2.812	-1.074	-2.207	3.029	79.519	26.036	
62714.882	6417.600	1.000	1874.842	12.034	-85.406	41.255	593.700	23.440	-3.004	-1.053	-2.756	3.505	79.519	26.369	
62714.977	6417.600	1.000	1875.657	11.920	-97.173	50.681	593.700	23.334	-1.534	-1.134	-2.941	4.507	91.704	26.667	
62715.049	6417.600	1.000	1875.657	11.811	-97.173	50.681	593.700	23.834	-1.374	-1.072	-3.562	4.933	91.704	26.667	
62715.116	6552.800	1.000	1875.182	11.844	-100.821	54.791	593.700	25.815	-1.310	-1.182	-4.220	4.655	95.802	26.493	
62715.197	6552.800	1.000	1875.213	11.818	-100.821	54.791	593.700	25.417	-0.927	-1.204	-5.023	4.183	95.802	26.505	
62715.282	6552.800	1.000	1874.545	11.733	-101.581	55.489	593.700	25.305	-0.383	-1.209	-5.906	3.384	96.650	26.260	
62715.402	6417.600	1.000	1875.983	11.620	-101.581	55.489	593.700	26.662	1.821	-1.251	-6.364	3.297	96.650	26.786	
62715.464	6417.600	1.000	1875.882	11.435	-101.581	55.489	593.700	27.443	1.694	-1.201	-6.757	2.613	96.650	26.749	
62715.526	6417.600	1.000	1877.629	12.932	-101.581	55.489	593.700	25.688	1.055	-1.143	-6.990	1.802	96.650	27.388	
62715.588	6417.600	1.000	1877.975	12.818	-101.581	55.489	593.700	27.155	1.182	-1.147	-6.855	1.231	96.650	27.515	
62715.688	6349.600	1.000	1878.065	12.725	-101.581	55.489	593.700	28.393	0.000	-1.117	-6.719	1.270	96.650	27.548	
62715.764	6552.800	1.000	1878.065	12.749	-101.581	55.489	593.700	28.393	0.863	-1.117	-6.318	0.981	96.650	27.548	
62715.850	6417.600	1.000	1879.314	12.761	-101.581	55.489	593.700	28.760	0.352	-1.024	-5.937	0.706	96.650	28.005	
62715.926	6484.800	1.000	1879.521	12.613	-101.581	55.489	593.700	28.686	0.224	-0.993	-4.928	0.643	96.650	28.080	
62716.050	6484.800	1.000	1881.817	12.664	-106.656	64.996	593.700	30.240	-1.917	-0.895	-3.830	1.081	103.378	28.920	
62716.136	6484.800	1.000	1880.808	12.948	-106.656	64.996	593.700	30.432	-2.013	-0.842	-2.454	2.486	103.378	28.551	
62716.203	6484.800	1.000	1880.808	13.107	-107.224	66.742	593.700	33.173	-2.173	-0.752	-1.149	4.078	104.334	28.551	
62716.269	6484.800	1.000	1879.740	13.540	-107.224	66.742	593.700	33.173	-2.269	-0.752	0.005	4.754	104.334	28.160	
62716.351	6484.800	1.000	1880.628	13.456	-107.224	66.742	593.700	32.520	-1.662	-0.789	1.101	5.396	104.334	28.485	
62716.532	6484.800	1.000	1883.822	13.292	-107.224	66.742	593.700	32.285	-2.013	-0.932	1.122	5.834	104.334	29.653	
62716.627	6484.800	0.000	1883.718	13.440	-107.224	66.742	593.700	34.001	-2.141	-0.939	1.045	6.211	104.334	29.616	
62716.756	6552.800	1.000	1883.557	13.475	-109.176	72.589	593.700	35.690	-1.438	-0.999	1.126	6.622	107.747	29.557	
62716.818	6552.800	1.000	1882.610	13.883	-109.176	72.589	593.700	36.501	-0.927	-1.071	0.400	6.976	107.747	29.210	
62716.880	6552.800	1.000	1882.610	13.907	-109.176	72.589	593.700	36.501	-1.502	-1.071	-0.545	7.504	107.747	29.210	
62716.970	6484.800	1.000	1880.980	14.155	-109.176	72.589	593.700	38.605	0.224	-1.105	-1.442	8.005	107.747	28.614	
62717.080	6552.800	1.000	1881.465	14.060	-110.315	77.824	593.700	38.261	-1.150	-1.144	-2.195	8.387	110.430	28.792	
62717.156	6484.800	1.000	1881.498	14.273	-110.315	79.569	593.700	39.716	-0.863	-1.193	-2.949	8.697	111.010	28.803	
62717.242	6552.800	1.000	1883.339	14.139	-110.505	80.965	593.700	41.186	0.224	-1.207	-3.674	8.881	111.669	29.477	
62717.328	6552.800	1.000	1881.826	14.243	-110.505	80.965	593.700	40.807	1.630	-1.218	-4.304	9.032	111.669	28.923	
62717.423	6484.800	1.000	1880.174	14.454	-110.695	82.361	593.700	41.348	4.346	-1.257	-5.068	8.934	112.342	28.319	
62717.514	6484.800	1.000	1881.615	14.465	-110.695	82.361	593.700	40.292	6.487	-1.265	-5.886	8.298	112.342	28.846	
62717.581	6552.800	1.000	1882.715	14.487	-110.695	82.361	593.700	41.096	7.094	-1.276	-6.509	7.284	112.342	29.249	
62717.662	6484.800	1.000	1881.306	14.440	-110.695	82.361	593.700	42.291	7.605	-1.307	-7.357	6.068	112.342	28.733	
62717.748	6552.800	1.000	1879.744	14.668	-111.074	88.294	593.700	42.783	6.327	-1.275	-8.322	4.483	114.960	28.162	
62717.867	6552.800	1.000	1881.289	14.825	-111.074	90.039	593.700	42.321	1.374	-1.304	-8.920	3.143	115.675	28.727	
62717.943	6484.800	1.000	1883.202	14.921	-111.074	90.039	593.700	41.186	1.310	-1.163	-8.561	2.981	115.675	29.427	
62718.034	6620.000	1.000	1885.115	14.672	-111.074	90.737	593.700	42.825	1.246	-1.058	-7.553	3.131	115.967	30.126	
62718.124	6620.000	1.000	1884.455	14.525	-111.074	90.737	593.700	43.433	1.278	-0.951	-6.151	3.204	115.967	29.885	
62718.220	6484.800	1.000	1885.277	14.623	-111.074	90.737	593.700	42.892	-0.288	-0.863	-4.662	3.235	115.967	30.186	
62718.301	6552.800	1.000	1885.277	14.874	-111.074	90.737	593.700	44.397	-0.575	-0.778	-3.061	3.569	115.967	30.186	
62718.391	6484.800	1.000	1887.926	14.947	-111.074	90.737	593.700	45.176	-0.671	-0.730	-1.348	4.069	115.967	31.155	
62718.477	6552.800	1.000	1888.685	15.033	-110.315	96.670	593.700	44.310	0.991	-0.643	0.117	4.778	117.914	31.432	
62718.563	6484.800	1.000	1888.677	14.933	-110.315	96.670	593.700	44.840	2.269	-0.643	1.563	5.242	117.914	31.429	
62718.644	6552.800	1.000	1888.353	14.892	-110.315	96.670	593.700	46.029	2.556	-0.701	1.971	5.108	117.914	31.311	
62718.716	6552.800	1.000	1887.217	14.617	-110.315	96.670	593.700	47.490	2.556	-0.783	1.767	4.867	117.914	30.895	
62718.840	6484.800	1.000	1888.546	14.637	-110.315	96.670	593.700	46.042	0.991	-0.780	1.472	5.110	117.914	31.381	
62718.935	6552.800	1.000	1886.400	14.835	-108.796	105.743	593.700	46.558	1.055	-0.721	2.603	6.341	121.099	30.596	
62719.016	6552.800	1.000	1886.400	15.107	-108.796	105.743	593.700	44.830	0.288	-0.584	3.924	7.063	121.099	30.596	
62719.092	6484.800	1.000	1888.654	15.078	-108.796	105.743	593.700	45.840	0.288	-0.602	5.339	7.677	121.099	31.421	
62719.216	6552.800	1.000	1886.876	15.126	-108.796	105.743	593.700	45.000	0.096	-0.704	5.393	7.927	121.099	30.771	
62719.293	6484.800	1.000	1886.607	15.196	-108.796	105.743	593.700	46.964	0.575	-0.854	4.786	8.514	121.099	30.672	
62719.369	6552.800	1.000	1886.607	15.410	-108.796	105.743	593.700	47.475	0.352	-0.998	3.672	8.649	121.099	30.672	
62719.498	6552.800	1.000	1883.428	15.539	-108.796	105.743	593.700	49.850	-2.524	-1.107	2.386	8.538	121.099	29.509	
62719.607	6484.800	1.000	1881.489	15.677	-106.607	113.167	593.700	51.499	0.799	-1.223	0.928	8.536	123.378	28.800	
62719.684	6552.800	1.000	1883.136	15.796	-106.607	113.167	593.700	54.254	0.511	-1.307	-0.716	8.752	123.378	29.403	
62719.760	6552.800	1.000	1880.334	16.057	-106.607	113.167	593.700	53.842	1.917	-1.383	-2.220	8.801	123.378	28.378	
62719.851	6484.800	1.000	1878.934	16.240	-106.607	113.167	593.700	54.795	3.227	-1.374	-3.756	8.825	123.378	27.866	
62719.955	6552.800	1.000	1882.894	16.330	-106.607	113.167	593.700	58.134	6.902	-1.495	-5.089	8.484	123.378	29.314	
62720.017	6552.800	1.000	1879.846	16.340	-104.809	119.005	593.700	55.505	8.117	-1.537	-6.513	7.721	125.417	28.199	
62720.084	6552.800	1.000	1880.039	16.254	-104.809	119.005	593.700	56.385	8.532	-1.501	-7.812	6.589	125.417	28.270	
62720.156	6620.000	1.000	1880.039	16.283	-104.809	119.005	593.700	58.465	8.308	-1.473	-8.864	5.472	125.417	28.270	
62720.261	6484.800	1.000	1881.059	16.354	-104.809	119.005	593.700	60.038	8.404	-1.497	-9.732	4.229	125.417	28.643	
62720.342	6484.800	0.000	1881.396	16.325	-102.226	125.380	593.700	53.130	7.797	-1.452	-10.378	2.852	127.471	28.766	
62720.432	6552.800	1.000	1882.190	16.504	-101.655	126.775	593.700	59.918	7.797	-1.394	-10.556	1.781	127.961	29.057	
62720.518	6552.800	1.000	1882.259	16.872	-101.655	126.775	593.700	59.036	3.195	-1.232	-10.303	0.529	127.961	29.082	
62720.609	6552.800	1.000	1882.357	16.981	-101.391	128.079	593.700	59.349	1.310	-1.032	-9.011	0.128	128.633	29.118	
62720.680	6484.800	1.000	1884.311	17.035	-101.391	128.079	593.700	57.248	1.470	-0.863	-7.041	0.322	128.633	29.832	
62720.771	6552.800	1.000	1883.010	16.945	-101.391	128.079	593.700	56.878	2.972	-0.745	-5.199	0.756	128.633	29.356	
62720.881	6552.800	1.000	1885.110	16.945	-101.391	128.079	593.700	57.149	5.273	-0.718	-3.852	0.581	128.633	30.125	
62720.985	6484.800	1.000	1886.565	17.068	-101.391	128.079	593.700	53.130	6.679	-0.704	-3.320	-0.477	128.633	30.657	
62721.052	6552.800	1.000	1886.565	17.170	-101.391	128.079	593.700	56.725	6.838	-0.766	-3.273	-1.146	128.633	30.657	
62721.114	6552.800	1.000	1885.649	17.043	-101.391	128.079	593.700	55.305	6.774	-0.870	-3.300	-1.742	128.633	30.322	
62721.195	6552.800	1.000	1883.391	16.994	-101.391	128.079	593.700	56.226	4.186	-0.987	-3.779	-1.330	128.633	29.496	
62721.286	6552.800	1.000	1882.830	16.889	-101.391	128.079	593.700	55.176	2.844	-1.073	-4.341	-0.853	128.633	29.291	
62721.391	6484.800	1.000	1881.963	16.601	-101.391	128.079	593.700	57.505	1.694	-1.038	-4.672	0.083	128.633	28.974	
62721.462	6552.800	1.000	1882.561	16.339	-101.391	128.079	593.700	58.782	0.767	-1.048	-4.783	0.997	128.633	29.192	
62721.558	6552.800	1.000	1883.589	16.321	-101.391	128.079	593.700	56.696	0.959	-1.027	-4.788	1.738	128.633	29.568	
62721.658	6484.800	1.000	1882.255	16.437	-101.391	128.079	593.700	59.090	3.323	-1.036	-4.856	2.389	128.633	29.080	
62721.729	6484.800	1.000	1884.263	16.548	-101.391	128.079	593.700	60.218	5.145	-1.090	-5.026	2.616	128.633	29.815	
62721.791	6552.800	1.000	1882.924	16.454	-101.391	128.079	593.700	65.450	4.602	-1.187	-5.819	2.392	128.633	29.325	
62721.877	6552.800	1.000	1883.693	16.445	-101.391	128.079	593.700	66.623	6.231	-1.298	-6.923	1.916	128.633	29.606	
62721.953	6552.800	1.000	1883.693	16.528	-101.391	128.079	593.700	66.623	5.145	-1.298	-8.209	1.368	128.633	29.606	
62722.063	6552.800	1.000	1882.413	16.625	-101.391	128.079	593.700	69.487	3.675	-1.375	-9.431	0.848	128.633	29.138	
62722.130	6552.800	1.000	1882.741	16.551	-86.391	151.461	593.700	73.028	2.237	-1.376	-10.418	0.380	135.952	29.258	
62722.225	6552.800	1.000	1884.124	16.780	-85.297	152.589	593.700	67.139	1.246	-1.280	-10.700	0.494	136.222	29.764	
62722.359	6552.800	1.000	1885.983	16.761	-85.297	152.589	593.700	74.204	1.310	-1.257	-10.510	0.650	136.222	30.444	
62722.440	6552.800	1.000	1886.334	16.752	-85.297	152.589	593.700	76.054	1.150	-1.173	-10.711	0.670	136.222	30.572	
62722.507	6484.800	1.000	1886.303	16.617	-85.297	152.589	593.700	76.054	1.342	-1.173	-10.532	0.592	136.222	30.561	
62722.583	6552.800	1.000	1887.137	16.477	-85.297	152.589	593.700	76.310	1.949	-1.147	-10.362	0.517	136.222	30.866	
62722.673	6484.800	1.000	1887.295	16.643	-85.297	152.589	593.700	80.283	1.246	-1.075	-9.911	0.766	136.222	30.924	
62722.793	6552.800	1.000	1889.454	16.739	-80.505	157.394	593.700	77.821	-0.415	-0.846	-9.127	1.050	137.496	31.714	
62722.893	6552.800	1.000	1890.927	16.844	-80.505	157.394	593.700	74.228	-1.789	-0.676	-7.446	1.808	137.496	32.252	
62722.974	6484.800	1.000	1893.863	17.039	-80.505	157.394	593.700	74.679	-2.013	-0.590	-5.822	2.597	137.496	33.326	
62723.060	6484.800	1.000	1893.629	17.201	-80.505	157.394	593.700	72.688	-0.735	-0.541	-4.393	3.797	137.496	33.241	
62723.179	6484.800	1.000	1892.758	17.077	-80.505	157.394	593.700	72.951	-0.927	-0.917	-4.095	4.708	137.496	32.922	
62723.246	6484.800	1.000	1889.805	17.115	-80.505	157.394	593.700	72.951	-0.991	-0.917	-4.126	5.221	137.496	31.842	
62723.336	6552.800	1.000	1890.097	17.294	-80.505	157.394	593.700	71.792	-1.055	-0.908	-4.155	5.707	137.496	31.949	
62723.432	6484.800	1.000	1888.759	17.429	-80.505	157.394	593.700	74.650	-0.415	-0.992	-4.213	6.112	137.496	31.459	
62723.508	6552.800	1.000	1890.299	17.523	-68.326	167.099	593.700	72.382	1.055	-1.064	-4.497	6.445	139.899	32.023	
62723.594	6552.800	1.000	1890.815	17.506	-66.670	168.278	593.700	65.925	2.588	-1.033	-4.441	6.774	140.229	32.211	
62723.684	6620.000	1.000	1889.733	17.471	-66.670	168.278	593.700	75.092	2.333	-1.016	-4.135	6.842	140.229	31.816	
62723.789	6552.800	1.000	1890.846	17.610	-66.670	168.278	593.700	74.152	2.141	-1.002	-3.904	6.573	140.229	32.223	
62723.875	6552.800	1.000	1890.536	17.593	-61.920	171.414	593.700	73.856	2.205	-0.961	-3.593	6.654	141.110	32.109	
62723.951	6552.800	1.000	1889.392	17.660	-60.759	172.400	593.700	77.593	2.461	-1.095	-4.197	6.732	141.561	31.691	
62724.042	6484.800	1.000	1887.669	17.697	-59.240	173.447	593.700	79.046	2.524	-1.174	-5.404	6.766	141.949	31.060	
62724.123	6552.800	1.000	1889.284	17.916	-59.240	173.447	593.700	83.246	3.355	-1.250	-6.326	6.939	141.949	31.651	
62724.223	6552.800	1.000	1890.743	17.653	-57.911	174.145	593.700	80.720	1.055	-1.101	-6.136	7.319	142.104	32.185	
62724.319	6484.800	1.000	1891.116	17.818	-57.911	174.145	593.700	66.801	1.182	-0.875	-4.582	7.776	142.104	32.321	
62724.419	6552.800	1.000	1892.382	17.925	-54.683	175.890	593.700	79.426	2.748	-0.700	-2.917	8.313	142.593	32.784	
62724.519	6620.000	1.000	1892.118	18.102	-52.784	177.286	593.700	78.768	3.227	-0.799	-2.442	8.238	143.273	32.688	
62724.609	6484.800	1.000	1890.066	18.170	-51.090	177.686	593.700	81.983	2.556	-1.022	-3.008	7.742	143.106	31.937	
62724.676	6484.800	1.000	1887.400	18.106	-51.090	177.686	593.700	80.230	3.227	-1.094	-3.957	7.195	143.106	30.962	
62724.762	6552.800	1.000	1887.036	18.098	-51.090	177.686	593.700	78.690	3.100	-1.161	-4.693	6.804	143.106	30.829	
62724.867	6484.800	1.000	1887.152	17.978	-51.090	177.686	593.700	80.083	3.227	-1.168	-5.167	6.788	143.106	30.872	
62724.943	6552.800	1.000	1887.952	18.083	-51.090	177.686	593.700	82.405	3.579	-1.224	-5.710	6.917	143.106	31.164	
62725.024	6484.800	1.000	1889.694	18.083	-44.620	181.125	600.700	82.776	3.930	-1.268	-6.455	6.580	144.507	31.801	
62725.096	6552.800	1.000	1890.416	18.262	-44.620	181.125	600.700	84.213	3.483	-1.287	-7.271	6.210	144.507	32.065	
62725.210	6484.800	1.000	1886.897	18.148	-40.831	182.911	600.700	82.429	3.771	-1.290	-7.959	5.679	145.270	30.778	
62725.277	6484.800	1.000	1888.361	18.157	-40.831	182.911	600.700	89.187	3.132	-1.200	-8.127	5.568	145.270	31.314	
62725.358	6552.800	1.000	1888.693	18.023	-40.831	182.911	600.700	89.582	3.739	-1.137	-7.918	5.649	145.270	31.435	
62725.444	6552.800	1.000	1889.680	18.153	-40.831	182.911	600.700	89.588	3.227	-1.085	-7.641	5.869	145.270	31.796	
62725.544	6552.800	1.000	1889.699	18.185	-40.831	182.911	600.700	88.772	3.483	-1.110	-7.904	5.877	145.270	31.803	
62725.635	6552.800	1.000	1888.317	18.219	-35.886	184.615	600.700	91.569	1.758	-1.211	-8.253	5.519	145.828	31.298	
62725.716	6484.800	1.000	1890.382	18.388	-35.886	184.615	600.700	91.283	1.182	-1.112	-8.012	5.519	145.828	32.053	
62725.797	6620.000	1.000	1893.182	18.526	-30.574	187.089	600.700	91.236	1.278	-0.902	-6.597	6.147	147.267	33.077	
62725.887	6620.000	1.000	1896.073	18.543	-30.574	187.089	600.700	82.569	0.991	-0.665	-4.600	6.875	147.267	34.134	
62725.964	6552.800	1.000	1895.373	18.658	-30.574	187.089	600.700	87.940	0.959	-0.582	-2.994	7.606	147.267	33.878	
62726.049	6484.800	1.000	1895.621	18.683	-30.574	187.089	600.700	89.594	1.150	-0.695	-2.543	8.096	147.267	33.969	
62726.130	6417.600	1.000	1893.982	18.824	-25.066	189.177	600.700	81.812	1.118	-0.812	-2.594	8.900	148.515	33.370	
62726.207	6349.600	1.000	1892.497	18.989	-25.066	189.177	600.700	88.798	1.055	-0.919	-2.971	9.231	148.515	32.826	
62726.316	6282.400	1.000	1891.886	18.782	-25.066	189.177	600.700	88.823	0.863	-0.986	-3.337	9.102	148.515	32.603	
62726.426	6349.600	1.000	1890.113	18.790	-25.066	189.177	600.700	89.610	3.962	-0.996	-3.284	9.417	148.515	31.955	
62726.488	6349.600	1.000	1892.595	18.756	-25.066	189.177	600.700	89.610	4.122	-0.996	-3.312	8.784	148.515	32.862	
62726.593	6282.400	1.000	1892.366	18.881	-25.066	189.177	600.700	90.000	4.474	-1.006	-3.337	8.184	148.515	32.779	
62726.688	6282.400	1.000	1891.751	18.920	-14.430	192.642	600.700	90.000	4.410	-0.976	-3.524	7.611	150.979	32.554	
62726.779	6282.400	1.000	1892.393	19.015	-12.342	193.701	600.700	93.814	4.218	-1.176	-4.010	7.105	151.933	32.788	
62726.870	6349.600	1.000	1892.061	18.975	-10.633	193.700	600.700	88.315	4.154	-1.210	-5.179	5.965	151.868	32.667	
62726.965	6282.400	1.000	1891.078	19.056	-10.633	193.700	600.700	88.315	3.068	-1.210	-6.346	5.370	151.868	32.308	
62727.051	6349.600	1.000	1892.002	18.933	-8.924	194.736	600.700	80.121	1.438	-1.376	-7.454	4.805	152.861	32.646	
62727.146	6282.400	1.000	1891.343	18.827	-7.025	195.085	600.700	94.624	1.150	-1.456	-9.077	5.623	153.184	32.404	
62727.242	6349.600	1.000	1891.707	19.034	-5.127	195.783	600.700	103.083	1.438	-1.323	-10.414	6.528	153.880	32.537	
62727.356	6282.400	1.000	1892.124	19.073	-1.139	196.482	600.700	99.395	0.703	-1.223	-10.114	6.870	154.650	32.690	
62727.437	6282.400	1.000	1892.573	19.189	0.570	197.179	600.700	98.073	1.055	-1.106	-9.761	7.820	155.408	32.854	
62727.513	6349.600	1.000	1892.573	19.096	0.570	197.179	600.700	98.931	0.352	-0.981	-9.230	8.002	155.408	32.854	
62727.594	6349.600	1.000	1894.593	18.910	2.468	197.179	600.700	100.305	0.863	-0.910	-8.833	7.403	155.499	33.593	
62727.709	6282.400	1.000	1896.074	18.871	2.468	197.179	600.700	87.797	1.118	-0.903	-8.428	7.450	155.499	34.135	
62727.785	6282.400	1.000	1897.484	18.862	2.468	197.179	600.700	98.842	1.374	-0.909	-8.017	8.228	155.499	34.650	
62727.866	6349.600	1.000	1896.609	18.662	2.468	197.179	600.700	96.934	1.374	-0.915	-7.760	9.027	155.499	34.330	
62727.976	6282.400	1.000	1897.601	18.704	2.468	197.179	600.700	95.368	1.182	-0.927	-8.028	9.718	155.499	34.693	
62728.090	6282.400	1.000	1897.794	18.618	9.873	198.924	600.700	102.328	1.150	-1.076	-8.453	9.867	157.808	34.764	
62728.171	6214.400	1.000	1899.419	18.546	9.873	198.924	600.700	100.823	1.023	-1.160	-8.779	10.032	157.808	35.358	
62728.243	6349.600	1.000	1898.342	18.426	9.873	198.924	600.700	100.823	2.780	-1.160	-8.919	9.893	157.808	34.964	
62728.319	6282.400	1.000	1898.791	18.344	9.873	198.924	600.700	99.075	3.803	-1.111	-9.052	9.761	157.808	35.128	
62728.386	6282.400	1.000	1897.552	18.221	9.873	198.924	600.700	96.754	4.825	-1.176	-9.463	9.665	157.808	34.675	
62728.510	6282.400	1.000	1897.947	18.051	9.873	198.924	600.700	99.525	4.729	-1.226	-9.676	9.463	157.808	34.820	
62728.596	6282.400	1.000	1899.037	17.815	9.873	198.924	600.700	106.736	4.729	-1.245	-9.942	9.767	157.808	35.219	
62728.682	6282.400	1.000	1898.652	17.688	22.974	202.414	600.700	95.882	4.250	-1.260	-10.335	9.527	163.083	35.078	
62728.782	6282.400	1.000	1899.913	17.799	24.873	202.414	600.700	101.870	4.793	-1.287	-10.989	9.127	163.430	35.539	
62728.872	6282.400	1.000	1900.851	17.688	26.392	203.112	600.700	107.731	4.218	-1.243	-11.743	8.961	164.407	35.882	
62728.953	6282.400	1.000	1899.594	17.714	28.477	203.435	600.700	106.232	4.825	-1.353	-12.164	8.741	165.145	35.422	
62729.030	6282.400	1.000	1902.818	17.630	30.375	204.481	600.700	102.450	4.921	-1.235	-12.214	8.603	166.571	36.601	
62729.106	6282.400	1.000	1902.818	17.588	30.375	204.481	600.700	100.833	4.697	-1.034	-11.022	8.242	166.571	36.601	
62729.206	6282.400	1.000	1906.295	17.440	30.375	204.481	600.700	101.543	4.250	-0.812	-9.143	7.462	166.571	37.873	
62729.278	6282.400	1.000	1906.295	17.363	30.375	204.481	600.700	95.856	2.748	-0.693	-6.995	7.302	166.571	37.873	
62729.363	6214.400	1.000	1908.409	17.507	30.375	204.481	600.700	97.734	1.566	-0.540	-5.158	7.424	166.571	38.647	
