Tempo	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	NZ	Gyx	Gyy	Gyz	NX	NY	MagX	MagY	MagZ	Pressao	Temperatura	Latitude	Longitude	HeadGPS	VelocidadeGPS	VelocidadeSubidaGPS	TemGPS	LatitudeHome	LongitudeHome	SatelitesUsados	temTempo	DAlvo	DAlvo_DRPitot	DAlvo_DRGPS	PosPayloadDrop_Pitot	PosPayloadDrop_GPS	LancamentoAutomaticoPlanador	LancamentoAutomaticoCarga	altitudeLiberaPlanadores	altitudeLiberaCarga	
segundos	ft	m/s	m	m	m	deg	g	deg/s	deg/s	deg/s	g	g	nlembro	nlembro	nlembro	mBar	C	deg	deg	nsei	m/s	m/s	m	deg	deg	num	bit	m	m	m	m	m	bin	bin	bin	bin	
85958.252	1783.230	0.000	-5.238	-6.190	575.100	334.026	-0.988	-0.617	1.070	-0.258	0.240	-0.001	3.900	1.900	-51.900	952.827	25.948	-23.202341	-45.874081	0.000	0.523	1.883	1.000	-23.202295	-45.874019	10.000	1.0	104.686	104.686	104.167	104.686	103.777	0.000	0.000	0.000	0.000	
85958.319	1783.230	0.000	-5.238	-6.190	575.100	327.339	-0.990	-0.711	0.906	-0.266	0.238	-0.001	3.900	2.500	-51.900	952.827	25.948	-23.202341	-45.874081	0.000	0.523	1.883	0.000	-23.202295	-45.874019	10.000	1.0	104.686	104.686	104.167	104.686	103.759	0.000	0.000	0.000	0.000	
85958.424	1783.943	0.000	-5.238	-6.190	575.100	335.556	-0.990	-1.008	1.172	0.039	0.244	-0.001	3.300	1.500	-50.900	952.802	25.944	-23.202341	-45.874081	0.000	0.523	1.883	0.000	-23.202295	-45.874019	10.000	1.0	104.686	104.686	104.098	104.686	103.735	0.000	0.000	0.000	0.000	
85958.509	1783.943	0.000	-5.611	-6.189	575.100	5.042	-0.990	-1.063	1.063	-0.484	0.238	-0.000	6.800	-0.600	-51.100	952.802	25.944	-23.202343	-45.874081	0.000	0.578	2.082	1.000	-23.202295	-45.874019	10.000	1.0	104.346	104.686	104.098	104.346	103.236	0.000	0.000	0.000	0.000	
85958.586	1785.156	0.000	-5.247	-6.890	575.100	330.945	-0.988	-0.844	0.938	-0.172	0.240	0.000	3.600	2.000	-51.600	952.764	25.948	-23.202341	-45.874085	317.420	0.736	2.650	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.346	104.346	104.970	103.642	0.000	0.000	0.000	0.000	
85958.652	1783.824	0.000	-5.247	-6.890	575.100	337.380	-0.986	-0.711	0.953	-0.211	0.238	-0.001	3.600	1.500	-52.400	952.808	25.948	-23.202341	-45.874085	317.420	0.736	2.650	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	104.970	104.970	103.642	0.000	0.000	0.000	0.000	
85958.729	1783.356	0.000	-5.247	-6.890	575.100	330.573	-0.990	-0.695	0.734	-0.141	0.241	-0.001	3.900	2.200	-50.700	952.823	25.948	-23.202341	-45.874085	312.400	0.965	3.474	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	105.022	104.970	103.680	0.000	0.000	0.000	0.000	
85958.843	1784.004	0.000	-5.247	-6.890	575.100	336.644	-0.990	-0.930	1.039	-0.422	0.239	-0.001	4.400	1.900	-51.400	952.802	25.948	-23.202341	-45.874085	312.400	0.965	3.474	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	105.090	104.970	103.211	0.000	0.000	0.000	0.000	
85958.900	1784.004	0.000	-5.247	-6.890	575.100	336.644	-0.990	-0.930	1.039	-0.422	0.239	-0.001	4.400	1.900	-51.400	952.802	25.948	-23.202341	-45.874085	312.400	0.965	3.474	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	105.090	104.970	103.279	0.000	0.000	0.000	0.000	
85958.967	1783.356	0.000	-5.247	-6.890	575.100	340.253	-0.990	-0.336	0.773	-0.391	0.243	-0.001	3.900	1.400	-51.200	952.823	25.948	-23.202341	-45.874085	312.400	0.965	3.474	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	105.256	104.970	103.390	0.000	0.000	0.000	0.000	
85959.034	1782.637	0.000	-5.247	-6.890	575.100	324.782	-0.990	-0.563	0.680	-0.156	0.241	0.001	3.400	2.400	-52.200	952.847	25.948	-23.202341	-45.874085	312.400	0.965	3.474	1.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	105.324	104.970	103.390	0.000	0.000	0.000	0.000	
85959.110	1783.680	0.000	-5.247	-6.890	575.100	325.954	-0.992	-0.891	0.734	-0.336	0.237	0.001	3.700	2.500	-51.500	952.812	25.948	-23.202341	-45.874085	312.400	0.965	3.474	0.000	-23.202295	-45.874019	10.000	1.0	104.970	104.970	105.391	104.970	103.243	0.000	0.000	0.000	0.000	
85959.206	1783.626	0.000	-5.256	-7.591	575.100	325.954	-0.988	-1.117	1.023	-0.094	0.244	0.000	3.700	2.500	-52.400	952.814	25.948	-23.202341	-45.874095	301.390	0.862	3.102	1.000	-23.202295	-45.874019	10.000	1.0	105.260	104.970	105.467	104.970	103.249	0.000	0.000	0.000	0.000	
85959.282	1784.191	0.000	-5.256	-7.591	575.100	342.350	-0.988	-0.906	0.750	-0.367	0.241	-0.000	4.400	1.400	-51.000	952.796	25.952	-23.202341	-45.874095	301.390	0.862	3.102	1.000	-23.202295	-45.874019	10.000	1.0	105.260	105.260	105.260	105.260	103.675	0.000	0.000	0.000	0.000	
85959.330	1784.191	0.000	-5.256	-7.591	575.100	342.350	-0.988	-0.906	0.750	-0.367	0.241	-0.000	4.400	1.400	-51.000	952.796	25.952	-23.202341	-45.874095	301.390	0.862	3.102	1.000	-23.202295	-45.874019	10.000	1.0	105.260	105.260	105.260	105.260	103.724	0.000	0.000	0.000	0.000	
85959.406	1781.053	0.000	-5.256	-7.591	575.100	341.114	-0.991	-0.656	0.992	-0.297	0.238	-0.001	3.800	1.300	-51.400	952.898	25.948	-23.202341	-45.874095	301.390	0.862	3.102	0.000	-23.202295	-45.874019	10.000	1.0	105.260	105.260	105.375	105.260	103.724	0.000	0.000	0.000	0.000	
85959.492	1783.187	0.000	-5.256	-7.591	575.100	336.297	-0.991	-1.016	0.883	-0.273	0.238	0.000	4.100	1.800	-51.700	952.828	25.944	-23.202341	-45.874095	301.390	0.862	3.102	0.000	-23.202295	-45.874019	10.000	1.0	105.260	105.260	105.435	105.260	103.769	0.000	0.000	0.000	0.000	
85959.558	1783.187	0.000	-5.256	-7.591	575.100	330.573	-0.989	-0.867	0.617	-0.406	0.239	0.001	3.900	2.200	-51.900	952.828	25.944	-23.202341	-45.874095	301.390	0.862	3.102	0.000	-23.202295	-45.874019	10.000	1.0	105.260	105.260	105.435	104.775	103.408	0.000	0.000	0.000	0.000	
85959.635	1782.456	0.000	-5.625	-7.239	575.100	328.570	-0.986	-0.563	1.023	-0.188	0.239	0.001	3.600	2.200	-53.100	952.852	25.948	-23.202343	-45.874090	0.000	0.344	1.239	0.000	-23.202295	-45.874019	10.000	1.0	104.775	104.775	104.775	104.775	103.408	0.000	0.000	0.000	0.000	
85959.702	1782.049	0.000	-5.625	-7.239	575.100	328.570	-0.986	-0.563	1.023	-0.188	0.239	0.001	3.600	2.200	-53.100	952.867	25.952	-23.202343	-45.874090	0.000	0.344	1.239	0.000	-23.202295	-45.874019	10.000	1.0	104.775	104.775	104.751	104.775	104.213	0.000	0.000	0.000	0.000	
85959.768	1782.624	0.000	-5.625	-7.239	575.100	334.058	-0.992	-0.906	0.789	-0.313	0.238	-0.000	3.700	1.800	-52.400	952.847	25.946	-23.202343	-45.874090	0.000	0.344	1.239	1.000	-23.202295	-45.874019	10.000	1.0	104.775	104.775	104.727	104.775	104.213	0.000	0.000	0.000	0.000	
85959.873	1782.624	0.000	-5.625	-7.239	575.100	338.429	-0.989	-0.922	0.914	-0.297	0.240	0.000	4.300	1.700	-51.800	952.847	25.946	-23.202343	-45.874090	0.000	0.344	1.239	1.000	-23.202295	-45.874019	10.000	1.0	104.775	104.775	104.727	104.775	104.162	0.000	0.000	0.000	0.000	
85959.959	1783.626	0.000	-5.808	-6.888	575.100	327.031	-0.990	-0.750	0.906	-0.367	0.241	-0.001	3.700	2.400	-52.200	952.814	25.948	-23.202345	-45.874085	0.000	0.077	0.278	1.000	-23.202295	-45.874019	10.000	1.0	104.461	104.775	104.668	104.461	104.322	0.000	0.000	0.000	0.000	
85960.026	1783.902	0.000	-5.808	-6.888	575.100	330.255	-0.986	-0.891	0.789	-0.195	0.237	0.000	3.500	2.000	-52.500	952.804	25.946	-23.202345	-45.874085	0.000	0.077	0.278	0.000	-23.202295	-45.874019	10.000	1.0	104.461	104.461	104.461	104.461	104.322	0.000	0.000	0.000	0.000	
85960.102	1784.251	0.000	-5.808	-6.888	575.100	334.134	-0.989	-0.852	0.844	-0.320	0.242	-0.001	3.300	1.600	-53.000	952.794	25.950	-23.202345	-45.874085	0.000	0.156	0.561	0.000	-23.202295	-45.874019	10.000	1.0	104.461	104.461	104.456	104.461	104.319	0.000	0.000	0.000	0.000	
85960.159	1784.251	0.000	-5.808	-6.888	575.100	338.405	-0.991	-1.133	0.594	-0.422	0.238	0.000	4.800	1.900	-52.300	952.794	25.950	-23.202345	-45.874085	0.000	0.156	0.561	0.000	-23.202295	-45.874019	10.000	1.0	104.461	104.461	104.456	104.461	104.154	0.000	0.000	0.000	0.000	
85960.274	1784.058	0.000	-5.798	-6.189	575.100	331.783	-0.986	-0.758	1.336	-0.234	0.240	0.001	4.100	2.200	-52.500	952.800	25.948	-23.202345	-45.874081	0.000	0.222	0.798	1.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.176	104.176	103.891	0.000	0.000	0.000	0.000	
85960.340	1784.058	0.000	-5.798	-6.189	575.100	331.783	-0.986	-0.758	1.336	-0.234	0.240	0.001	4.100	2.200	-52.500	952.800	25.948	-23.202345	-45.874081	0.000	0.222	0.798	1.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.176	104.176	103.823	0.000	0.000	0.000	0.000	
85960.407	1782.475	0.000	-5.798	-6.189	575.100	328.496	-0.992	-0.695	0.789	-0.273	0.237	-0.002	3.100	1.900	-51.800	952.852	25.948	-23.202345	-45.874081	0.000	0.222	0.798	0.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.136	104.176	103.823	0.000	0.000	0.000	0.000	
85960.484	1782.343	0.000	-5.798	-6.189	575.100	331.699	-0.990	-0.641	1.063	-0.344	0.241	-0.003	3.900	2.100	-51.400	952.856	25.950	-23.202345	-45.874081	0.000	0.270	0.970	1.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.122	104.176	103.838	0.000	0.000	0.000	0.000	
85960.541	1783.716	0.000	-5.798	-6.189	575.100	325.222	-0.990	-0.789	0.773	-0.383	0.237	-0.001	3.600	2.500	-52.300	952.811	25.948	-23.202345	-45.874081	0.000	0.270	0.970	1.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.101	104.176	103.693	0.000	0.000	0.000	0.000	
85960.646	1783.716	0.000	-5.798	-6.189	575.100	325.222	-0.990	-0.789	0.773	-0.383	0.237	-0.001	3.600	2.500	-52.300	952.811	25.948	-23.202345	-45.874081	0.000	0.270	0.970	0.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.101	104.176	103.730	0.000	0.000	0.000	0.000	
85960.712	1782.714	0.000	-5.798	-6.189	575.100	342.897	-0.988	-0.680	1.063	-0.188	0.238	-0.001	3.900	1.200	-51.800	952.843	25.946	-23.202345	-45.874081	0.000	0.270	0.970	0.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.057	104.176	103.730	0.000	0.000	0.000	0.000	
85960.779	1784.220	0.000	-5.798	-6.189	575.100	12.804	-0.988	-0.719	0.883	-0.023	0.237	-0.001	6.600	-1.500	-51.100	952.794	25.948	-23.202345	-45.874081	0.000	0.270	0.970	0.000	-23.202295	-45.874019	10.000	1.0	104.176	104.176	104.040	104.176	103.679	0.000	0.000	0.000	0.000	
85960.875	1782.120	0.000	-5.985	-6.188	575.100	334.722	-0.987	-0.891	0.977	-0.273	0.236	-0.001	3.600	1.700	-51.600	952.863	25.946	-23.202348	-45.874081	0.000	0.313	1.126	0.000	-23.202295	-45.874019	10.000	1.0	104.006	104.006	104.006	104.006	103.571	0.000	0.000	0.000	0.000	
85960.960	1783.320	0.000	-5.985	-6.188	575.100	335.462	-0.992	-0.391	1.086	-0.273	0.240	-0.001	4.600	2.100	-53.300	952.824	25.948	-23.202348	-45.874081	0.000	0.313	1.126	1.000	-23.202295	-45.874019	10.000	1.0	104.006	104.006	103.977	104.006	103.405	0.000	0.000	0.000	0.000	
85961.065	1785.214	0.000	-5.985	-6.188	575.100	325.561	-0.991	-1.117	1.063	-0.422	0.238	-0.002	3.500	2.400	-51.700	952.761	25.940	-23.202348	-45.874081	0.000	0.313	1.126	1.000	-23.202295	-45.874019	10.000	1.0	104.006	104.006	103.950	104.006	103.405	0.000	0.000	0.000	0.000	
85961.142	1781.647	0.000	-5.985	-6.188	575.100	330.101	-0.989	-0.375	0.820	-0.172	0.239	0.001	4.000	2.300	-51.600	952.879	25.948	-23.202348	-45.874081	0.000	0.313	1.126	1.000	-23.202295	-45.874019	10.000	1.0	104.006	104.006	103.916	104.006	103.472	0.000	0.000	0.000	0.000	
85961.189	1781.647	0.000	-5.985	-6.188	575.100	330.101	-0.989	-0.375	0.820	-0.172	0.239	0.001	4.000	2.300	-51.600	952.879	25.948	-23.202348	-45.874081	0.000	0.313	1.126	0.000	-23.202295	-45.874019	10.000	1.0	104.006	104.006	103.916	104.006	103.439	0.000	0.000	0.000	0.000	
85961.266	1783.920	0.000	-5.985	-6.188	575.100	329.534	-0.990	-0.602	0.797	-0.313	0.241	0.000	3.400	2.000	-51.200	952.804	25.946	-23.202348	-45.874081	0.000	0.313	1.126	1.000	-23.202295	-45.874019	10.000	1.0	104.006	104.006	103.877	104.006	103.439	0.000	0.000	0.000	0.000	
85961.380	1782.960	0.000	-6.546	-6.188	575.100	332.300	-0.990	-0.445	1.023	-0.070	0.238	-0.001	4.000	2.100	-50.800	952.836	25.948	-23.202353	-45.874076	225.440	0.652	2.348	1.000	-23.202295	-45.874019	10.000	1.0	103.497	103.497	103.497	103.497	102.966	0.000	0.000	0.000	0.000	
85961.437	1782.420	0.000	-6.546	-6.188	575.100	343.887	-0.989	-0.453	0.844	-0.320	0.237	-0.000	4.500	1.300	-49.900	952.854	25.948	-23.202353	-45.874076	225.440	0.652	2.348	0.000	-23.202295	-45.874019	10.000	1.0	103.497	103.497	103.421	103.497	102.471	0.000	0.000	0.000	0.000	
85961.514	1782.420	0.000	-6.915	-5.840	575.100	329.931	-0.990	-0.828	0.938	-0.164	0.240	0.000	3.800	2.200	-51.600	952.854	25.948	-23.202355	-45.874076	142.060	0.900	3.239	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.497	103.421	103.016	101.556	0.000	0.000	0.000	0.000	
85961.580	1782.091	0.000	-6.915	-5.840	575.100	329.931	-0.990	-0.828	0.938	-0.164	0.240	0.000	3.800	2.200	-51.600	952.865	25.950	-23.202355	-45.874076	142.060	0.900	3.239	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	103.016	103.016	101.567	0.000	0.000	0.000	0.000	
85961.637	1782.138	0.000	-6.915	-5.840	575.100	331.074	-0.992	-0.445	0.883	-0.320	0.242	0.000	3.800	2.100	-51.200	952.863	25.946	-23.202355	-45.874076	142.060	0.900	3.239	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.960	103.016	101.567	0.000	0.000	0.000	0.000	
85961.723	1784.413	0.000	-6.915	-5.840	575.100	322.352	-0.990	-0.320	0.859	-0.531	0.237	0.000	3.500	2.700	-50.800	952.789	25.950	-23.202355	-45.874076	142.060	0.900	3.239	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.903	103.016	101.343	0.000	0.000	0.000	0.000	
85961.790	1782.751	0.000	-6.915	-5.840	575.100	343.413	-0.991	-0.578	0.789	-0.336	0.238	-0.000	4.700	1.400	-50.900	952.844	25.952	-23.202355	-45.874076	142.060	0.900	3.239	0.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.826	103.016	101.521	0.000	0.000	0.000	0.000	
85961.857	1785.041	0.000	-6.915	-5.840	575.100	327.095	-0.987	-0.922	1.086	-0.133	0.238	0.002	3.400	2.200	-51.300	952.767	25.944	-23.202355	-45.874076	142.060	0.900	3.239	0.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.826	103.016	101.297	0.000	0.000	0.000	0.000	
85961.924	1785.041	0.000	-6.915	-5.840	575.100	327.339	-0.992	-0.977	1.148	-0.234	0.239	0.000	3.900	2.500	-52.400	952.767	25.944	-23.202355	-45.874076	142.060	0.900	3.239	0.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.707	103.016	101.538	0.000	0.000	0.000	0.000	
85962.009	1782.661	0.000	-6.915	-5.840	575.100	331.607	-0.993	-0.695	0.789	-0.211	0.243	-0.001	3.700	2.000	-51.900	952.847	25.952	-23.202355	-45.874076	142.060	0.900	3.239	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.643	103.016	101.538	0.000	0.000	0.000	0.000	
85962.114	1782.984	0.000	-6.915	-5.840	575.100	331.607	-0.993	-0.695	0.789	-0.211	0.243	-0.001	3.700	2.000	-51.900	952.835	25.946	-23.202355	-45.874076	142.060	0.900	3.239	0.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.566	103.016	101.485	0.000	0.000	0.000	0.000	
85962.181	1782.487	0.000	-6.915	-5.840	575.100	8.881	-0.988	-0.883	1.133	-0.367	0.243	0.000	6.400	-1.000	-50.400	952.852	25.950	-23.202355	-45.874076	142.060	0.900	3.239	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.475	103.016	101.578	0.000	0.000	0.000	0.000	
85962.257	1781.857	0.000	-6.915	-5.840	575.100	328.627	-0.990	-0.867	0.969	-0.258	0.242	0.000	4.100	2.500	-51.400	952.872	25.950	-23.202355	-45.874076	129.390	0.933	3.360	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.418	103.016	101.511	0.000	0.000	0.000	0.000	
85962.334	1783.356	0.000	-6.915	-5.840	575.100	323.746	-0.987	-0.680	1.172	-0.258	0.237	-0.001	3.000	2.200	-51.700	952.823	25.948	-23.202355	-45.874076	129.390	0.933	3.360	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.345	103.016	101.381	0.000	0.000	0.000	0.000	
85962.410	1784.647	0.000	-6.915	-5.840	575.100	328.627	-0.990	-0.563	0.711	-0.219	0.238	-0.001	4.100	2.500	-50.300	952.781	25.950	-23.202355	-45.874076	129.390	0.933	3.360	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.273	103.016	101.262	0.000	0.000	0.000	0.000	
85962.496	1784.647	0.000	-6.915	-5.840	575.100	326.689	-0.988	-0.773	0.969	-0.289	0.241	-0.001	3.500	2.300	-50.400	952.781	25.950	-23.202355	-45.874076	129.390	0.933	3.360	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.273	103.016	101.356	0.000	0.000	0.000	0.000	
85962.572	1783.585	0.000	-6.915	-5.840	575.100	12.381	-0.991	-1.055	1.148	-0.320	0.240	0.002	8.200	-1.800	-49.800	952.816	25.950	-23.202355	-45.874076	129.390	0.933	3.360	1.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.119	103.016	101.356	0.000	0.000	0.000	0.000	
85962.648	1785.444	0.000	-6.915	-5.840	575.100	12.381	-0.991	-1.055	1.148	-0.320	0.240	0.002	8.200	-1.800	-49.800	952.754	25.948	-23.202355	-45.874076	129.390	0.933	3.360	0.000	-23.202295	-45.874019	10.000	1.0	103.016	103.016	102.047	103.016	101.206	0.000	0.000	0.000	0.000	
85962.715	1782.804	0.000	-7.595	-5.933	575.100	333.435	-0.990	-0.680	0.859	-0.391	0.240	0.003	4.200	2.100	-51.600	952.841	25.946	-23.202362	-45.874076	133.840	0.621	2.235	1.000	-23.202295	-45.874019	10.000	1.0	102.438	102.438	102.438	102.438	100.879	0.000	0.000	0.000	0.000	
85962.791	1782.804	0.000	-7.595	-5.933	575.100	329.931	-0.989	-0.789	0.727	-0.297	0.239	0.000	3.800	2.200	-50.200	952.841	25.946	-23.202362	-45.874076	133.840	0.621	2.235	1.000	-23.202295	-45.874019	10.000	1.0	102.438	102.438	102.438	102.438	101.308	0.000	0.000	0.000	0.000	
85962.877	1783.981	0.000	-7.595	-5.933	575.100	319.844	-0.989	-0.734	1.047	-0.188	0.239	-0.000	3.200	2.700	-51.900	952.802	25.950	-23.202362	-45.874076	133.840	0.621	2.235	1.000	-23.202295	-45.874019	10.000	1.0	102.438	102.438	102.351	102.438	101.420	0.000	0.000	0.000	0.000	
85962.973	1782.649	0.000	-7.595	-5.933	586.700	1.941	-0.993	-1.375	0.742	-0.359	0.236	0.003	5.900	-0.200	-51.200	952.847	25.950	-23.202362	-45.874076	133.840	0.621	2.235	1.000	-23.202295	-45.874019	10.000	1.0	102.438	102.438	102.293	102.438	101.338	0.000	0.000	0.000	0.000	
85963.049	1783.525	0.000	-7.595	-5.933	586.700	337.694	-0.992	-0.586	0.867	-0.313	0.236	0.000	3.900	1.600	-52.300	952.818	25.952	-23.202362	-45.874076	133.840	0.621	2.235	0.000	-23.202295	-45.874019	10.000	1.0	102.438	102.438	102.235	102.438	101.338	0.000	0.000	0.000	0.000	
85963.116	1784.046	0.000	-7.785	-5.933	586.700	330.945	-0.990	-0.797	0.906	-0.383	0.240	-0.001	3.600	2.000	-52.200	952.800	25.946	-23.202364	-45.874076	0.000	0.476	1.715	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.266	102.266	101.132	0.000	0.000	0.000	0.000	
85963.192	1785.120	0.000	-7.785	-5.933	586.700	330.945	-0.990	-0.797	0.906	-0.383	0.240	-0.001	3.600	2.000	-52.200	952.765	25.948	-23.202364	-45.874076	0.000	0.448	1.613	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.233	102.266	101.353	0.000	0.000	0.000	0.000	
85963.287	1784.598	0.000	-7.785	-5.933	586.700	351.741	-0.990	-0.945	0.656	-0.328	0.240	-0.000	6.200	0.900	-50.000	952.782	25.948	-23.202364	-45.874076	0.000	0.448	1.613	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.198	102.266	101.426	0.000	0.000	0.000	0.000	
85963.354	1784.598	0.000	-7.785	-5.933	586.700	351.741	-0.990	-0.945	0.656	-0.328	0.240	-0.000	6.200	0.900	-50.000	952.782	25.948	-23.202364	-45.874076	0.000	0.448	1.613	0.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.198	102.266	101.451	0.000	0.000	0.000	0.000	
85963.421	1783.981	0.000	-7.785	-5.933	586.700	330.255	-0.991	-1.078	1.117	-0.172	0.241	-0.001	3.500	2.000	-50.900	952.803	25.950	-23.202364	-45.874076	0.000	0.448	1.613	0.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.128	102.266	101.451	0.000	0.000	0.000	0.000	
85963.488	1782.019	0.000	-7.785	-5.933	586.700	311.055	-0.989	-0.523	0.992	-0.234	0.241	0.000	2.700	3.100	-51.800	952.867	25.950	-23.202364	-45.874076	0.000	0.448	1.613	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.096	102.266	101.532	0.000	0.000	0.000	0.000	
85963.545	1782.697	0.000	-7.785	-5.933	586.700	311.055	-0.989	-0.523	0.992	-0.234	0.241	0.000	2.700	3.100	-51.800	952.845	25.952	-23.202364	-45.874076	0.000	0.448	1.613	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.065	102.266	101.527	0.000	0.000	0.000	0.000	
85963.659	1782.103	0.000	-7.785	-5.933	586.700	340.769	-0.992	-0.313	0.914	-0.172	0.242	0.000	4.300	1.500	-51.200	952.865	25.952	-23.202364	-45.874076	0.000	0.448	1.613	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.040	102.266	101.541	0.000	0.000	0.000	0.000	
85963.726	1782.103	0.000	-7.785	-5.933	586.700	340.769	-0.992	-0.313	0.914	-0.172	0.242	0.000	4.300	1.500	-51.200	952.865	25.952	-23.202364	-45.874076	0.000	0.448	1.613	0.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	102.040	102.266	101.541	0.000	0.000	0.000	0.000	
85963.793	1783.968	0.000	-7.785	-5.933	586.700	326.310	-0.989	-0.563	0.594	-0.328	0.240	0.001	3.600	2.400	-50.800	952.802	25.948	-23.202364	-45.874076	0.000	0.448	1.613	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	101.960	102.266	101.451	0.000	0.000	0.000	0.000	
85963.879	1782.751	0.000	-7.785	-5.933	586.700	332.300	-0.990	-0.320	0.656	-0.219	0.238	-0.002	4.000	2.100	-52.000	952.844	25.952	-23.202364	-45.874076	0.000	0.180	0.648	1.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	101.928	102.266	101.522	0.000	0.000	0.000	0.000	
85963.955	1782.751	0.000	-7.785	-5.933	586.700	328.496	-0.995	-0.547	0.992	-0.438	0.241	0.001	3.100	1.900	-51.300	952.844	25.952	-23.202364	-45.874076	0.000	0.180	0.648	0.000	-23.202295	-45.874019	10.000	1.0	102.266	102.266	101.928	102.266	101.937	0.000	0.000	0.000	0.000	
85964.041	1784.058	0.000	-8.229	-5.844	586.700	328.496	-0.995	-0.547	0.992	-0.438	0.241	0.001	3.100	1.900	-51.300	952.800	25.948	-23.202367	-45.874076	0.000	0.197	0.707	0.000	-23.202295	-45.874019	10.000	1.0	101.826	102.266	101.900	101.826	101.468	0.000	0.000	0.000	0.000	
85964.108	1784.040	0.000	-8.229	-5.844	586.700	-0.000	-0.985	-0.492	0.977	-0.336	0.237	-0.002	5.100	0.000	-51.300	952.801	25.948	-23.202367	-45.874076	0.000	0.197	0.707	1.000	-23.202295	-45.874019	10.000	1.0	101.826	101.826	101.826	101.826	101.468	0.000	0.000	0.000	0.000	
85964.203	1784.215	0.000	-8.229	-5.844	588.200	337.932	-0.988	-0.094	0.969	-0.289	0.237	0.001	3.700	1.500	-51.400	952.795	25.950	-23.202367	-45.874076	0.000	0.197	0.707	1.000	-23.202295	-45.874019	9.000	1.0	101.826	101.826	101.814	101.826	101.464	0.000	0.000	0.000	0.000	
85964.260	1784.730	0.000	-8.229	-5.844	588.200	322.524	-0.986	-0.734	0.977	-0.391	0.237	0.000	3.000	2.300	-51.100	952.778	25.946	-23.202367	-45.874076	0.000	0.197	0.707	1.000	-23.202295	-45.874019	9.000	1.0	101.826	101.826	101.796	101.826	101.456	0.000	0.000	0.000	0.000	
85964.327	1784.730	0.000	-8.218	-5.150	588.200	322.524	-0.986	-0.734	0.977	-0.391	0.237	0.000	3.000	2.300	-51.100	952.778	25.946	-23.202367	-45.874071	0.000	0.347	1.248	1.000	-23.202295	-45.874019	9.000	1.0	101.543	101.826	101.796	101.543	100.944	0.000	0.000	0.000	0.000	
85964.422	1783.176	0.000	-8.218	-5.150	588.200	331.783	-0.987	-0.922	0.891	-0.359	0.237	-0.002	4.100	2.200	-51.300	952.829	25.948	-23.202367	-45.874071	0.000	0.347	1.248	1.000	-23.202295	-45.874019	9.000	1.0	101.543	101.543	101.543	101.543	100.944	0.000	0.000	0.000	0.000	
85964.489	1783.297	0.000	-8.218	-5.150	588.200	327.339	-0.989	-1.078	0.813	-0.297	0.241	-0.001	3.900	2.500	-50.600	952.825	25.950	-23.202367	-45.874071	0.000	0.347	1.248	0.000	-23.202295	-45.874019	9.000	1.0	101.543	101.543	101.511	101.543	100.938	0.000	0.000	0.000	0.000	
