Tempo	HP	VCAS	XGPS	YGPS	ZGPS	MagHead	NZ	Gyx	Gyy	Gyz	NX	NY	MagX	MagY	MagZ	Pressao	Temperatura	Latitude	Longitude	HeadGPS	VelocidadeGPS	TemGPS	LatitudeHome	LongitudeHome	Alvo_X	Alvo_Y	SatelitesUsados	temTempo	DAlvo	PosX	PosY	PosX_carga	PosY_carga	Aviao_Alvo	altitudeLiberaPlanadores	altitudeLiberaCarga	LancamentoAutomaticoPlanador	LancamentoAutomaticoCarga	Alt_relativa	Erro_Alinhamento	Dist_aviao_alvo	Dist_carga_alvo	
segundos	ft	m/s	m	m	m	deg	g	deg/s	deg/s	deg/s	g	g	nlembro	nlembro	nlembro	mBar	C	deg	deg	nsei	m/s	m	deg	deg	m	m	num	bit	m	m	m	m	m	graus	bin	bin	bin	bin	m	graus	m	m	
64147.005	1884.763	2.515	0.000	0.000	573.300	323.931	-1.016	-1.508	0.922	-0.563	0.046	-0.055	24.300	17.700	-48.500	949.654	26.677	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	0.000	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	-0.101	-136.439	1423.216	1000.000	
64147.110	1886.165	2.515	0.000	0.000	573.300	322.158	-1.010	-1.586	0.695	-0.430	0.068	-0.054	24.200	18.800	-49.100	949.609	26.679	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	0.326	-136.439	2793.133	1000.000	
64147.182	1886.665	2.227	0.000	0.000	573.300	322.747	-1.013	-1.453	1.008	-0.945	0.062	-0.050	23.800	18.100	-49.600	949.593	26.681	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	0.479	-136.439	1423.217	1000.000	
64147.253	1886.665	2.515	0.000	0.000	573.300	334.482	-1.012	-1.813	0.891	-0.492	0.055	-0.062	28.700	13.700	-47.900	949.593	26.681	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	0.479	-136.439	1423.217	1000.000	
64147.325	1885.547	2.804	0.000	0.000	573.300	322.025	-1.011	-1.555	0.781	-0.258	0.062	-0.058	23.700	18.500	-49.000	949.629	26.681	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	0.138	-136.439	1423.218	1000.000	
64147.401	1889.312	2.933	0.000	0.000	573.300	322.025	-1.011	-1.555	0.781	-0.258	0.062	-0.058	23.700	18.500	-49.000	949.507	26.683	-22.946739	-45.427928	0.000	0.025	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.286	-136.439	1423.217	1000.000	
64147.501	1888.866	3.431	0.000	0.000	573.300	330.998	-1.012	-1.516	0.445	-0.406	0.050	-0.072	27.600	15.300	-47.300	949.521	26.681	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.150	-136.439	1423.217	1000.000	
64147.573	1890.178	2.902	0.000	0.000	573.300	324.128	-1.015	-1.570	1.102	-0.438	0.068	-0.044	24.200	17.500	-48.600	949.479	26.683	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.550	-136.439	1423.217	1000.000	
64147.654	1889.222	2.613	0.000	0.000	573.300	323.207	-1.012	-1.336	0.641	-1.070	0.048	-0.054	23.800	17.800	-48.600	949.510	26.683	-22.946739	-45.427928	0.000	0.025	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.258	-136.439	1423.217	1000.000	
64147.725	1889.222	2.823	0.000	0.000	573.300	323.207	-1.012	-1.336	0.641	-1.070	0.048	-0.054	23.800	17.800	-48.600	949.510	26.683	-22.946739	-45.427928	0.000	0.025	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.258	-136.439	1423.217	1000.000	
64147.830	1889.465	2.823	0.000	0.000	573.300	323.437	-1.013	-0.953	0.172	-1.789	0.050	-0.048	24.000	17.800	-48.400	949.503	26.688	-22.946739	-45.427928	0.000	0.071	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.332	-136.439	1423.218	1000.000	
64147.925	1889.965	3.352	0.000	0.000	573.300	324.549	-1.013	-1.750	1.102	-1.328	0.073	-0.065	25.000	17.800	-48.100	949.487	26.690	-22.946739	-45.427928	0.000	0.096	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.485	-136.439	1423.221	1000.000	
64148.011	1889.452	3.352	0.000	0.000	573.300	331.302	-1.010	-2.195	1.539	-0.359	0.067	-0.063	27.400	15.000	-47.600	949.503	26.685	-22.946739	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.328	-136.439	1423.222	1000.000	
64148.088	1889.081	3.442	0.000	0.000	573.300	323.889	-1.002	-1.063	0.500	0.047	0.052	-0.046	24.400	17.800	-48.300	949.516	26.690	-22.946739	-45.427928	0.000	0.067	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.215	-136.439	1423.220	1000.000	
64148.183	1888.901	3.232	0.000	0.000	573.300	323.715	-1.012	-1.188	0.125	-0.719	0.017	-0.073	23.700	17.400	-49.000	949.522	26.690	-22.946739	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.160	-136.439	1423.219	1000.000	
64148.273	1888.056	3.103	0.000	0.000	573.300	335.161	-1.007	-1.516	1.477	-0.305	0.091	-0.083	28.300	13.100	-47.500	949.551	26.696	-22.946739	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	0.903	-136.439	1423.220	1000.000	
64148.364	1887.502	3.392	0.000	0.000	573.300	322.789	-1.008	-0.852	1.086	0.125	0.029	-0.013	24.100	18.300	-49.700	949.568	26.694	-22.946739	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	0.734	-136.439	1423.220	1000.000	
64148.445	1889.437	2.964	0.000	0.000	573.300	323.818	-1.003	-1.313	1.070	0.078	0.041	-0.110	24.200	17.700	-49.600	949.505	26.692	-22.946739	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.761	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.324	-136.439	1423.220	1000.000	
64148.550	1890.221	3.075	-0.190	-0.000	573.300	324.375	-1.013	-1.516	0.891	-0.719	0.074	-0.017	24.700	17.700	-49.000	949.480	26.696	-22.946742	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	1000.000	1000.000	1000.000	1000.000	223.561	0.000	0.000	0.000	0.000	1.563	-136.439	1423.219	1000.000	
64148.631	1887.298	2.674	-0.190	-0.000	573.300	324.992	-1.008	-1.141	0.555	-1.266	0.058	-0.052	24.700	17.300	-48.200	949.575	26.696	-22.946742	-45.427928	0.000	0.067	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.190	-0.000	-0.098	-0.000	148.298	0.000	0.000	0.000	0.000	0.672	148.298	36.600	36.678	
64148.707	1889.206	2.785	-0.190	-0.000	573.300	323.917	-1.014	-1.680	0.625	-1.125	0.047	-0.088	24.700	18.000	-48.600	949.513	26.698	-22.946742	-45.427928	0.000	0.067	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.184	-0.000	-0.083	-0.000	148.303	0.000	0.000	0.000	0.000	1.253	148.303	36.604	36.691	
64148.798	1889.536	2.625	-0.190	-0.000	573.300	323.168	-1.011	-1.273	0.563	-1.070	0.075	-0.046	24.300	18.200	-48.500	949.502	26.696	-22.946742	-45.427928	0.000	0.060	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.179	-0.000	-0.076	-0.000	148.307	0.000	0.000	0.000	0.000	1.354	148.307	36.609	36.696	
64148.893	1889.332	2.724	-0.190	-0.000	573.300	324.549	-1.013	-1.078	1.195	-0.258	0.061	-0.032	25.000	17.800	-48.200	949.509	26.698	-22.946742	-45.427928	0.000	0.060	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.174	-0.000	-0.083	-0.000	148.311	0.000	0.000	0.000	0.000	1.292	148.311	36.613	36.691	
64148.984	1887.739	2.724	-0.380	-0.000	573.300	322.831	-1.015	-1.633	1.516	0.711	0.054	-0.068	24.400	18.500	-48.800	949.562	26.700	-22.946744	-45.427928	0.000	0.075	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.168	-0.000	-0.083	-0.000	148.316	0.000	0.000	0.000	0.000	0.806	148.316	36.618	36.690	
64149.055	1887.739	2.823	-0.380	-0.000	573.300	323.726	-1.010	-1.656	0.594	-0.945	0.051	-0.049	24.800	18.200	-47.800	949.562	26.700	-22.946744	-45.427928	0.000	0.075	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.168	-0.000	-0.083	-0.000	148.316	0.000	0.000	0.000	0.000	0.806	148.316	36.618	36.690	
64149.141	1889.291	2.582	-0.380	-0.000	573.300	323.351	-1.011	-1.539	0.883	-1.563	0.066	-0.084	25.000	18.600	-49.000	949.511	26.700	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.380	-0.000	-0.267	-0.000	148.141	0.000	0.000	0.000	0.000	1.279	148.141	36.438	36.534	
64149.213	1888.338	2.373	-0.380	-0.000	573.300	323.351	-1.011	-1.539	0.883	-1.563	0.066	-0.084	25.000	18.600	-49.000	949.543	26.706	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.375	-0.000	-0.290	-0.000	148.145	0.000	0.000	0.000	0.000	0.989	148.145	36.442	36.515	
64149.318	1887.743	3.012	-0.380	-0.000	573.300	331.375	-1.010	-1.664	1.000	-0.844	0.062	-0.061	27.300	14.900	-47.000	949.563	26.706	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.371	-0.000	-0.288	-0.000	148.149	0.000	0.000	0.000	0.000	0.807	148.149	36.446	36.516	
64149.413	1888.168	2.514	-0.380	-0.000	573.300	322.075	-1.015	-1.586	0.977	-0.297	0.060	-0.076	24.000	18.700	-49.200	949.548	26.702	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.364	-0.000	-0.280	-0.000	148.154	0.000	0.000	0.000	0.000	0.937	148.154	36.451	36.523	
64149.494	1888.168	3.154	-0.380	-0.000	573.300	323.616	-1.008	-0.953	0.477	-1.148	0.063	-0.032	24.700	18.200	-49.100	949.548	26.702	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.364	-0.000	-0.280	-0.000	148.154	0.000	0.000	0.000	0.000	0.937	148.154	36.451	36.523	
64149.590	1885.884	3.154	-0.380	-0.000	573.300	321.780	-1.012	-1.641	1.656	-0.352	0.061	-0.081	24.000	18.900	-49.100	949.623	26.706	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.354	-0.000	-0.282	-0.000	148.163	0.000	0.000	0.000	0.000	0.241	148.163	36.460	36.521	
64149.666	1888.637	2.755	-0.380	-0.000	573.300	323.393	-1.010	-1.023	1.078	0.609	0.082	-0.041	24.500	18.200	-48.000	949.533	26.702	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.349	-0.000	-0.262	-0.000	148.167	0.000	0.000	0.000	0.000	1.080	148.167	36.465	36.538	
64149.742	1889.307	3.253	-0.380	-0.000	573.300	321.832	-1.008	-1.375	0.852	-0.266	0.038	-0.069	22.900	18.000	-49.500	949.512	26.708	-22.946744	-45.427928	0.000	0.059	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.344	-0.000	-0.255	-0.000	148.171	0.000	0.000	0.000	0.000	1.284	148.171	36.469	36.544	
64149.818	1887.661	3.142	-0.380	-0.000	573.300	323.616	-1.012	-0.977	0.914	-1.141	0.081	-0.057	24.700	18.200	-48.900	949.566	26.710	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.340	-0.000	-0.258	-0.000	148.175	0.000	0.000	0.000	0.000	0.782	148.175	36.472	36.542	
64149.899	1888.202	2.613	-0.380	-0.000	573.300	323.242	-1.009	-1.602	0.844	-1.242	0.067	-0.045	24.500	18.300	-47.700	949.549	26.710	-22.946744	-45.427928	0.000	0.011	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.339	-0.000	-0.323	-0.000	148.175	0.000	0.000	0.000	0.000	0.947	148.175	36.473	36.486	
64150.014	1888.117	2.902	-0.380	-0.000	573.300	333.517	-1.011	-0.883	0.734	-0.688	0.053	-0.064	28.100	14.000	-47.400	949.551	26.708	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.338	-0.000	-0.322	-0.000	148.176	0.000	0.000	0.000	0.000	0.921	148.176	36.474	36.487	
64150.085	1888.604	2.692	-0.380	-0.000	573.300	322.795	-1.008	-1.602	0.906	0.227	0.064	-0.048	24.500	18.600	-48.900	949.535	26.708	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.337	-0.000	-0.321	-0.000	148.177	0.000	0.000	0.000	0.000	1.070	148.177	36.475	36.488	
64150.157	1888.604	2.803	-0.380	-0.000	573.300	322.795	-1.008	-1.602	0.906	0.227	0.064	-0.048	24.500	18.600	-48.900	949.535	26.708	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.337	-0.000	-0.321	-0.000	148.177	0.000	0.000	0.000	0.000	1.070	148.177	36.475	36.488	
64150.233	1888.269	3.043	-0.380	-0.000	573.300	323.319	-1.012	-1.703	1.008	-0.398	0.058	-0.057	24.300	18.100	-47.000	949.547	26.713	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.335	-0.000	-0.320	-0.000	148.178	0.000	0.000	0.000	0.000	0.968	148.178	36.476	36.489	
64150.319	1888.802	3.426	-0.380	-0.000	573.300	322.125	-1.011	-1.508	0.898	-0.906	0.044	-0.048	23.400	18.200	-48.700	949.529	26.708	-22.946744	-45.427928	0.000	0.011	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.334	-0.000	-0.318	-0.000	148.179	0.000	0.000	0.000	0.000	1.130	148.179	36.477	36.490	
64150.429	1890.552	3.636	-0.380	-0.000	573.300	322.108	-1.012	-1.398	0.875	-0.148	0.069	-0.060	23.900	18.600	-48.900	949.472	26.708	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.333	-0.000	-0.316	-0.000	148.180	0.000	0.000	0.000	0.000	1.664	148.180	36.478	36.492	
64150.500	1887.462	3.236	-0.380	-0.000	573.300	334.265	-1.009	-0.758	1.000	-0.672	0.061	-0.045	27.800	13.400	-47.300	949.573	26.710	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.332	-0.000	-0.317	-0.000	148.181	0.000	0.000	0.000	0.000	0.722	148.181	36.479	36.491	
64150.572	1887.782	3.636	-0.380	-0.000	573.300	324.528	-1.009	-1.852	0.820	-0.797	0.062	-0.061	24.700	17.600	-47.800	949.563	26.713	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.331	-0.000	-0.316	-0.000	148.181	0.000	0.000	0.000	0.000	0.819	148.181	36.479	36.492	
64150.643	1887.782	2.724	-0.380	-0.000	573.300	323.322	-1.014	-1.383	0.844	0.211	0.054	-0.051	23.900	17.800	-48.900	949.563	26.713	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.331	-0.000	-0.316	-0.000	148.181	0.000	0.000	0.000	0.000	0.819	148.181	36.479	36.492	
64150.739	1889.306	2.625	-0.380	-0.000	573.300	323.437	-1.015	-0.797	0.969	-0.617	0.059	-0.059	24.000	17.800	-49.100	949.514	26.717	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.330	-0.000	-0.314	-0.000	148.183	0.000	0.000	0.000	0.000	1.284	148.183	36.481	36.494	
64150.805	1888.986	2.625	-0.380	-0.000	573.300	323.437	-1.015	-0.797	0.969	-0.617	0.059	-0.059	24.000	17.800	-49.100	949.524	26.715	-22.946744	-45.427928	0.000	0.011	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.329	-0.000	-0.313	-0.000	148.183	0.000	0.000	0.000	0.000	1.186	148.183	36.481	36.495	
64150.882	1888.968	2.625	-0.380	-0.000	573.300	326.464	-1.010	-1.188	0.938	-0.289	0.065	-0.067	25.800	17.100	-47.900	949.525	26.715	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.328	-0.000	-0.312	-0.000	148.184	0.000	0.000	0.000	0.000	1.181	148.184	36.482	36.496	
64150.953	1889.816	2.625	-0.380	-0.000	573.300	327.253	-1.008	-1.266	0.773	-0.461	0.057	-0.047	25.500	16.400	-46.600	949.497	26.715	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.327	-0.000	-0.311	-0.000	148.185	0.000	0.000	0.000	0.000	1.439	148.185	36.483	36.497	
64151.020	1889.816	1.709	-0.380	-0.000	573.300	323.091	-1.008	-1.547	1.102	-0.742	0.061	-0.060	23.700	17.800	-49.100	949.497	26.715	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.327	-0.000	-0.311	-0.000	148.185	0.000	0.000	0.000	0.000	1.439	148.185	36.483	36.497	
64151.092	1888.450	1.469	-0.380	-0.000	573.300	323.576	-1.008	-1.984	1.234	-0.438	0.057	-0.046	24.800	18.300	-47.800	949.541	26.713	-22.946744	-45.427928	0.000	0.011	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.326	-0.000	-0.310	-0.000	148.186	0.000	0.000	0.000	0.000	1.023	148.186	36.484	36.497	
64151.206	1889.035	0.552	-0.380	-0.000	573.300	325.069	-1.014	-1.430	1.219	-1.414	0.057	-0.068	25.200	17.600	-47.800	949.523	26.717	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.325	-0.000	-0.309	-0.000	148.187	0.000	0.000	0.000	0.000	1.201	148.187	36.485	36.498	
64151.282	1888.025	1.192	-0.380	-0.000	573.300	325.196	-1.008	-1.430	1.148	-1.406	0.069	-0.052	24.600	17.100	-47.800	949.556	26.717	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.324	-0.000	-0.308	-0.000	148.188	0.000	0.000	0.000	0.000	0.893	148.188	36.486	36.499	
64151.344	1887.582	2.297	-0.380	-0.000	573.300	325.196	-1.008	-1.430	1.148	-1.406	0.069	-0.052	24.600	17.100	-47.800	949.571	26.721	-22.946744	-45.427928	0.000	0.011	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.323	-0.000	-0.308	-0.000	148.188	0.000	0.000	0.000	0.000	0.758	148.188	36.486	36.499	
64151.421	1887.840	2.826	-0.380	-0.000	573.300	327.716	-1.010	-1.172	1.008	-0.383	0.045	-0.060	25.800	16.300	-48.800	949.562	26.719	-22.946744	-45.427928	0.000	0.011	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.438	-0.322	-0.000	-0.307	-0.000	148.189	0.000	0.000	0.000	0.000	0.837	148.189	36.487	36.500	
64151.549	1889.865	3.503	-0.190	-0.000	573.300	324.552	-1.009	-1.555	0.648	-0.750	0.060	-0.060	24.300	17.300	-48.600	949.496	26.717	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.322	-0.000	-0.305	-0.000	148.190	0.000	0.000	0.000	0.000	1.454	148.190	36.488	36.502	
64151.626	1888.317	3.392	-0.190	-0.000	573.300	322.795	-1.011	-1.055	0.594	-0.672	0.049	-0.063	24.500	18.600	-48.500	949.548	26.723	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.190	-0.000	-0.011	-0.000	148.298	0.000	0.000	0.000	0.000	0.982	148.298	36.600	36.752	
64151.716	1888.056	3.302	-0.190	-0.000	573.300	322.595	-1.015	-1.250	0.852	-0.906	0.056	-0.050	23.800	18.200	-48.100	949.555	26.719	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.180	-0.000	-0.004	-0.000	148.306	0.000	0.000	0.000	0.000	0.903	148.306	36.608	36.758	
64151.793	1888.231	2.773	-0.190	-0.000	573.300	323.354	-1.012	-1.570	1.055	-0.195	0.060	-0.062	24.600	18.300	-48.900	949.550	26.721	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.169	-0.000	0.009	-0.000	148.315	0.000	0.000	0.000	0.000	0.956	148.315	36.617	36.769	
64151.883	1884.785	2.613	-0.190	-0.000	573.300	323.130	-1.010	-1.148	0.813	-0.117	0.051	-0.040	24.400	18.300	-47.800	949.662	26.721	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.160	-0.000	-0.019	-0.000	148.323	0.000	0.000	0.000	0.000	-0.094	148.323	36.625	36.745	
64151.959	1884.785	2.613	-0.190	-0.000	573.300	329.414	-1.013	-1.453	1.141	-0.820	0.069	-0.067	26.900	15.900	-47.800	949.662	26.721	-22.946742	-45.427928	0.000	0.123	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.160	-0.000	-0.019	-0.000	148.323	0.000	0.000	0.000	0.000	-0.094	148.323	36.625	36.745	
64152.036	1884.700	2.613	-0.190	-0.000	573.300	322.903	-1.010	-1.266	0.797	-0.719	0.054	-0.054	24.200	18.300	-49.200	949.665	26.719	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.139	-0.000	0.004	-0.000	148.340	0.000	0.000	0.000	0.000	-0.120	148.340	36.643	36.764	
64152.122	1885.272	3.142	-0.190	-0.000	573.300	323.471	-1.010	-1.477	0.914	-0.883	0.057	-0.034	24.300	18.000	-49.000	949.646	26.721	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.130	-0.000	0.007	-0.000	148.348	0.000	0.000	0.000	0.000	0.054	148.348	36.651	36.767	
64152.203	1884.721	3.431	-0.190	-0.000	573.300	324.418	-1.011	-1.547	0.773	-0.789	0.065	-0.067	24.600	17.600	-48.100	949.665	26.725	-22.946742	-45.427928	0.000	0.123	0.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.119	-0.000	0.023	-0.000	148.356	0.000	0.000	0.000	0.000	-0.114	148.356	36.660	36.781	
64152.317	1885.398	3.142	-0.190	-0.000	573.300	324.728	-1.006	-1.508	0.711	-0.391	0.069	-0.057	24.600	17.400	-48.800	949.642	26.721	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.109	-0.000	0.031	-0.000	148.364	0.000	0.000	0.000	0.000	0.093	148.364	36.668	36.788	
64152.398	1883.991	2.933	-0.190	-0.000	573.300	324.528	-1.006	-1.055	0.688	-0.945	0.051	-0.048	24.700	17.600	-48.700	949.688	26.721	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.095	-0.000	0.061	-0.000	148.376	0.000	0.000	0.000	0.000	-0.336	148.376	36.681	36.813	
64152.479	1885.618	2.804	-0.190	-0.000	573.300	323.167	-1.010	-1.305	0.922	-0.797	0.065	-0.067	24.700	18.500	-48.100	949.636	26.727	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.085	-0.000	0.061	-0.000	148.384	0.000	0.000	0.000	0.000	0.160	148.384	36.689	36.813	
64152.555	1883.778	2.804	-0.190	-0.000	573.300	325.491	-1.010	-1.188	0.742	-0.789	0.043	-0.055	25.600	17.600	-48.300	949.696	26.727	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.075	-0.000	0.084	-0.000	148.392	0.000	0.000	0.000	0.000	-0.401	148.392	36.697	36.833	
64152.656	1883.778	3.203	-0.190	-0.000	573.300	326.203	-1.012	-1.414	0.891	-0.516	0.061	-0.049	24.800	16.600	-48.800	949.696	26.727	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.075	-0.000	0.084	-0.000	148.392	0.000	0.000	0.000	0.000	-0.401	148.392	36.697	36.833	
64152.732	1884.793	3.586	-0.190	-0.000	573.300	322.826	-1.013	-1.406	0.563	-1.227	0.066	-0.052	24.000	18.200	-48.500	949.663	26.725	-22.946742	-45.427928	0.000	0.123	1.000	-22.946739	-45.427928	-31.329	19.233	12.000	1.0	36.600	-0.053	-0.000	0.087	-0.000	148.410	0.000	0.000	0.000	0.000	-0.092	148.410	36.716	36.835	
